,C/A,UNIT,SCP,STATION,DATE,ENTRIES_CUM_AM,ENTRIES_CUM_PM,ENTRIES,DAY_WEEK,MEDIAN,OUTLIER,~OUTLIER
11226,H012,R268,01-00-01,LORIMER ST,2019-08-01,8987410.0,8983253,3019.0,3,3019.0,False,True
11227,H012,R268,01-00-01,LORIMER ST,2019-08-02,8988981.0,8985420,3019.0,4,3019.0,False,True
11228,H012,R268,01-00-01,LORIMER ST,2019-08-03,8990369.0,8987552,2817.0,5,3019.0,False,True
11233,H012,R268,01-00-01,LORIMER ST,2019-08-08,9000460.0,8996558,3019.0,3,3019.0,False,True
11234,H012,R268,01-00-01,LORIMER ST,2019-08-09,9001485.0,8998687,2798.0,4,3019.0,False,True
11235,H012,R268,01-00-01,LORIMER ST,2019-08-10,9002450.0,9000600,1850.0,5,3019.0,False,True
11240,H012,R268,01-00-01,LORIMER ST,2019-08-15,9012538.0,9008526,3019.0,3,3019.0,False,True
11241,H012,R268,01-00-01,LORIMER ST,2019-08-16,9013635.0,9010665,2970.0,4,3019.0,False,True
11242,H012,R268,01-00-01,LORIMER ST,2019-08-17,9014529.0,9012709,1820.0,5,3019.0,False,True
11247,H012,R268,01-00-01,LORIMER ST,2019-08-22,9024543.0,9020628,3019.0,3,3019.0,False,True
11248,H012,R268,01-00-01,LORIMER ST,2019-08-23,9025689.0,9022723,2966.0,4,3019.0,False,True
11249,H012,R268,01-00-01,LORIMER ST,2019-08-24,9026480.0,9024704,1776.0,5,3019.0,False,True
11254,H012,R268,01-00-01,LORIMER ST,2019-08-29,9036251.0,9032391,3019.0,3,3019.0,False,True
11255,H012,R268,01-00-01,LORIMER ST,2019-08-30,9037213.0,9034423,2790.0,4,3019.0,False,True
11257,H012,R268,01-06-00,LORIMER ST,2019-06-01,2029816.0,2028772,1044.0,5,1346.0,False,True
11262,H012,R268,01-06-00,LORIMER ST,2019-06-06,2033714.0,2032200,1514.0,3,1346.0,False,True
11263,H012,R268,01-06-00,LORIMER ST,2019-06-07,2034315.0,2032969,1346.0,4,1346.0,False,True
11264,H012,R268,01-06-00,LORIMER ST,2019-06-08,2034860.0,2033847,1013.0,5,1346.0,False,True
11269,H012,R268,01-06-00,LORIMER ST,2019-06-13,2038694.0,2037185,1509.0,3,1346.0,False,True
11270,H012,R268,01-06-00,LORIMER ST,2019-06-14,2039321.0,2037971,1350.0,4,1346.0,False,True
11271,H012,R268,01-06-00,LORIMER ST,2019-06-15,2039801.0,2038839,962.0,5,1346.0,False,True
11276,H012,R268,01-06-00,LORIMER ST,2019-06-20,2043489.0,2042066,1423.0,3,1346.0,False,True
11277,H012,R268,01-06-00,LORIMER ST,2019-06-21,2044161.0,2042814,1347.0,4,1346.0,False,True
11278,H012,R268,01-06-00,LORIMER ST,2019-06-22,2044764.0,2043637,1127.0,5,1346.0,False,True
11283,H012,R268,01-06-00,LORIMER ST,2019-06-27,2048561.0,2047070,1491.0,3,1346.0,False,True
11284,H012,R268,01-06-00,LORIMER ST,2019-06-28,2049288.0,2047839,1449.0,4,1346.0,False,True
11285,H012,R268,01-06-00,LORIMER ST,2019-06-29,2050039.0,2048720,1319.0,5,1346.0,False,True
11290,H012,R268,01-06-00,LORIMER ST,2019-07-04,2053342.0,2052334,1008.0,3,1346.0,False,True
11291,H012,R268,01-06-00,LORIMER ST,2019-07-05,2053806.0,2052838,968.0,4,1346.0,False,True
11292,H012,R268,01-06-00,LORIMER ST,2019-07-06,2054276.0,2053428,848.0,5,1346.0,False,True
11297,H012,R268,01-06-00,LORIMER ST,2019-07-11,2057906.0,2056491,1415.0,3,1346.0,False,True
11298,H012,R268,01-06-00,LORIMER ST,2019-07-12,2058547.0,2057220,1327.0,4,1346.0,False,True
11299,H012,R268,01-06-00,LORIMER ST,2019-07-13,2059079.0,2058029,1050.0,5,1346.0,False,True
11304,H012,R268,01-06-00,LORIMER ST,2019-07-18,2062642.0,2061260,1382.0,3,1346.0,False,True
11305,H012,R268,01-06-00,LORIMER ST,2019-07-19,2062972.0,2062024,948.0,4,1346.0,False,True
11306,H012,R268,01-06-00,LORIMER ST,2019-07-20,2063598.0,2062737,861.0,5,1346.0,False,True
11311,H012,R268,01-06-00,LORIMER ST,2019-07-25,2067202.0,2065783,1419.0,3,1346.0,False,True
11312,H012,R268,01-06-00,LORIMER ST,2019-07-26,2068051.0,2066522,1529.0,4,1346.0,False,True
11313,H012,R268,01-06-00,LORIMER ST,2019-07-27,2068750.0,2067333,1417.0,5,1346.0,False,True
11318,H012,R268,01-06-00,LORIMER ST,2019-08-01,2072377.0,2070947,1430.0,3,1346.0,False,True
11319,H012,R268,01-06-00,LORIMER ST,2019-08-02,2073120.0,2071703,1417.0,4,1346.0,False,True
11320,H012,R268,01-06-00,LORIMER ST,2019-08-03,2073846.0,2072467,1379.0,5,1346.0,False,True
11325,H012,R268,01-06-00,LORIMER ST,2019-08-08,2077462.0,2076051,1411.0,3,1346.0,False,True
11326,H012,R268,01-06-00,LORIMER ST,2019-08-09,2078057.0,2076813,1244.0,4,1346.0,False,True
11327,H012,R268,01-06-00,LORIMER ST,2019-08-10,2078579.0,2077595,984.0,5,1346.0,False,True
11332,H012,R268,01-06-00,LORIMER ST,2019-08-15,2082149.0,2080751,1398.0,3,1346.0,False,True
11333,H012,R268,01-06-00,LORIMER ST,2019-08-16,2082702.0,2081537,1165.0,4,1346.0,False,True
11334,H012,R268,01-06-00,LORIMER ST,2019-08-17,2083217.0,2082250,967.0,5,1346.0,False,True
11339,H012,R268,01-06-00,LORIMER ST,2019-08-22,2086807.0,2085407,1400.0,3,1346.0,False,True
11340,H012,R268,01-06-00,LORIMER ST,2019-08-23,2087351.0,2086160,1191.0,4,1346.0,False,True
11341,H012,R268,01-06-00,LORIMER ST,2019-08-24,2087875.0,2086919,956.0,5,1346.0,False,True
11346,H012,R268,01-06-00,LORIMER ST,2019-08-29,2091306.0,2089931,1375.0,3,1346.0,False,True
11347,H012,R268,01-06-00,LORIMER ST,2019-08-30,2091806.0,2090680,1126.0,4,1346.0,False,True
11349,H012,R268,01-06-01,LORIMER ST,2019-06-01,3107533.0,3107047,486.0,5,762.0,False,True
11354,H012,R268,01-06-01,LORIMER ST,2019-06-06,3109621.0,3108808,813.0,3,762.0,False,True
11355,H012,R268,01-06-01,LORIMER ST,2019-06-07,3109972.0,3109229,743.0,4,762.0,False,True
11356,H012,R268,01-06-01,LORIMER ST,2019-06-08,3110279.0,3109687,592.0,5,762.0,False,True
11361,H012,R268,01-06-01,LORIMER ST,2019-06-13,3112462.0,3111573,889.0,3,762.0,False,True
11362,H012,R268,01-06-01,LORIMER ST,2019-06-14,3112749.0,3112030,719.0,4,762.0,False,True
11363,H012,R268,01-06-01,LORIMER ST,2019-06-15,3112988.0,3112527,461.0,5,762.0,False,True
11368,H012,R268,01-06-01,LORIMER ST,2019-06-20,3115110.0,3114282,828.0,3,762.0,False,True
11369,H012,R268,01-06-01,LORIMER ST,2019-06-21,3115468.0,3114726,742.0,4,762.0,False,True
11370,H012,R268,01-06-01,LORIMER ST,2019-06-22,3115806.0,3115196,610.0,5,762.0,False,True
11375,H012,R268,01-06-01,LORIMER ST,2019-06-27,3117992.0,3117107,885.0,3,762.0,False,True
11376,H012,R268,01-06-01,LORIMER ST,2019-06-28,3118444.0,3117591,853.0,4,762.0,False,True
11377,H012,R268,01-06-01,LORIMER ST,2019-06-29,3118948.0,3118083,865.0,5,762.0,False,True
11382,H012,R268,01-06-01,LORIMER ST,2019-07-04,3120990.0,3120372,618.0,3,762.0,False,True
11383,H012,R268,01-06-01,LORIMER ST,2019-07-05,3121245.0,3120689,556.0,4,762.0,False,True
11384,H012,R268,01-06-01,LORIMER ST,2019-07-06,3121502.0,3121047,455.0,5,762.0,False,True
11389,H012,R268,01-06-01,LORIMER ST,2019-07-11,3123592.0,3122758,834.0,3,762.0,False,True
11390,H012,R268,01-06-01,LORIMER ST,2019-07-12,3123963.0,3123201,762.0,4,762.0,False,True
11391,H012,R268,01-06-01,LORIMER ST,2019-07-13,3124244.0,3123665,579.0,5,762.0,False,True
11396,H012,R268,01-06-01,LORIMER ST,2019-07-18,3126178.0,3125504,674.0,3,762.0,False,True
11397,H012,R268,01-06-01,LORIMER ST,2019-07-19,3126781.0,3125895,886.0,4,762.0,False,True
11398,H012,R268,01-06-01,LORIMER ST,2019-07-20,3127131.0,3126214,917.0,5,762.0,False,True
11403,H012,R268,01-06-01,LORIMER ST,2019-07-25,3129278.0,3128411,867.0,3,762.0,False,True
11404,H012,R268,01-06-01,LORIMER ST,2019-07-26,3129805.0,3128892,913.0,4,762.0,False,True
11405,H012,R268,01-06-01,LORIMER ST,2019-07-27,3130269.0,3129345,924.0,5,762.0,False,True
11410,H012,R268,01-06-01,LORIMER ST,2019-08-01,3132395.0,3131585,810.0,3,762.0,False,True
11411,H012,R268,01-06-01,LORIMER ST,2019-08-02,3132891.0,3132001,890.0,4,762.0,False,True
11412,H012,R268,01-06-01,LORIMER ST,2019-08-03,3133323.0,3132451,872.0,5,762.0,False,True
11417,H012,R268,01-06-01,LORIMER ST,2019-08-08,3135483.0,3134645,838.0,3,762.0,False,True
11418,H012,R268,01-06-01,LORIMER ST,2019-08-09,3135804.0,3135079,725.0,4,762.0,False,True
11419,H012,R268,01-06-01,LORIMER ST,2019-08-10,3136073.0,3135559,514.0,5,762.0,False,True
11424,H012,R268,01-06-01,LORIMER ST,2019-08-15,3138101.0,3137310,791.0,3,762.0,False,True
11425,H012,R268,01-06-01,LORIMER ST,2019-08-16,3138465.0,3137723,742.0,4,762.0,False,True
11426,H012,R268,01-06-01,LORIMER ST,2019-08-17,3138748.0,3138171,577.0,5,762.0,False,True
11431,H012,R268,01-06-01,LORIMER ST,2019-08-22,3140824.0,3140007,817.0,3,762.0,False,True
11432,H012,R268,01-06-01,LORIMER ST,2019-08-23,3141163.0,3140461,702.0,4,762.0,False,True
11433,H012,R268,01-06-01,LORIMER ST,2019-08-24,3141433.0,3140886,547.0,5,762.0,False,True
11438,H012,R268,01-06-01,LORIMER ST,2019-08-29,3143541.0,3142714,827.0,3,762.0,False,True
11439,H012,R268,01-06-01,LORIMER ST,2019-08-30,3143856.0,3143152,704.0,4,762.0,False,True
11441,H012,R268,01-06-02,LORIMER ST,2019-06-01,1463751.0,1463645,106.0,5,170.0,False,True
11446,H012,R268,01-06-02,LORIMER ST,2019-06-06,1464318.0,1464116,202.0,3,170.0,False,True
11447,H012,R268,01-06-02,LORIMER ST,2019-06-07,1464386.0,1464226,160.0,4,170.0,False,True
11448,H012,R268,01-06-02,LORIMER ST,2019-06-08,1464433.0,1464329,104.0,5,170.0,False,True
11453,H012,R268,01-06-02,LORIMER ST,2019-06-13,1465012.0,1464773,239.0,3,170.0,False,True
11454,H012,R268,01-06-02,LORIMER ST,2019-06-14,1465089.0,1464900,189.0,4,170.0,False,True
11455,H012,R268,01-06-02,LORIMER ST,2019-06-15,1465131.0,1465027,104.0,5,170.0,False,True
11460,H012,R268,01-06-02,LORIMER ST,2019-06-20,1465692.0,1465442,250.0,3,170.0,False,True
11461,H012,R268,01-06-02,LORIMER ST,2019-06-21,1465742.0,1465581,161.0,4,170.0,False,True
11462,H012,R268,01-06-02,LORIMER ST,2019-06-22,1465808.0,1465704,104.0,5,170.0,False,True
11467,H012,R268,01-06-02,LORIMER ST,2019-06-27,1466333.0,1466117,216.0,3,170.0,False,True
11468,H012,R268,01-06-02,LORIMER ST,2019-06-28,1466416.0,1466234,182.0,4,170.0,False,True
11469,H012,R268,01-06-02,LORIMER ST,2019-06-29,1466508.0,1466348,160.0,5,170.0,False,True
11474,H012,R268,01-06-02,LORIMER ST,2019-07-04,1466965.0,1466828,137.0,3,170.0,False,True
11475,H012,R268,01-06-02,LORIMER ST,2019-07-05,1467005.0,1466901,104.0,4,170.0,False,True
11476,H012,R268,01-06-02,LORIMER ST,2019-07-06,1467040.0,1466971,69.0,5,170.0,False,True
11481,H012,R268,01-06-02,LORIMER ST,2019-07-11,1467571.0,1467375,196.0,3,170.0,False,True
11482,H012,R268,01-06-02,LORIMER ST,2019-07-12,1467631.0,1467473,158.0,4,170.0,False,True
11483,H012,R268,01-06-02,LORIMER ST,2019-07-13,1467675.0,1467583,92.0,5,170.0,False,True
11488,H012,R268,01-06-02,LORIMER ST,2019-07-18,1468464.0,1468182,282.0,3,170.0,False,True
11489,H012,R268,01-06-02,LORIMER ST,2019-07-19,1468615.0,1468338,277.0,4,170.0,False,True
11490,H012,R268,01-06-02,LORIMER ST,2019-07-20,1468692.0,1468472,220.0,5,170.0,False,True
11495,H012,R268,01-06-02,LORIMER ST,2019-07-25,1469239.0,1469029,210.0,3,170.0,False,True
11496,H012,R268,01-06-02,LORIMER ST,2019-07-26,1469337.0,1469128,209.0,4,170.0,False,True
11497,H012,R268,01-06-02,LORIMER ST,2019-07-27,1469432.0,1469257,175.0,5,170.0,False,True
11502,H012,R268,01-06-02,LORIMER ST,2019-08-01,1469950.0,1469720,230.0,3,170.0,False,True
11503,H012,R268,01-06-02,LORIMER ST,2019-08-02,1470060.0,1469848,212.0,4,170.0,False,True
11504,H012,R268,01-06-02,LORIMER ST,2019-08-03,1470157.0,1469955,202.0,5,170.0,False,True
11509,H012,R268,01-06-02,LORIMER ST,2019-08-08,1470666.0,1470448,218.0,3,170.0,False,True
11510,H012,R268,01-06-02,LORIMER ST,2019-08-09,1470726.0,1470562,164.0,4,170.0,False,True
11511,H012,R268,01-06-02,LORIMER ST,2019-08-10,1470770.0,1470679,91.0,5,170.0,False,True
11516,H012,R268,01-06-02,LORIMER ST,2019-08-15,1471299.0,1471080,219.0,3,170.0,False,True
11517,H012,R268,01-06-02,LORIMER ST,2019-08-16,1471356.0,1471198,158.0,4,170.0,False,True
11518,H012,R268,01-06-02,LORIMER ST,2019-08-17,1471399.0,1471305,94.0,5,170.0,False,True
11523,H012,R268,01-06-02,LORIMER ST,2019-08-22,1471890.0,1471693,197.0,3,170.0,False,True
11524,H012,R268,01-06-02,LORIMER ST,2019-08-23,1471966.0,1471797,169.0,4,170.0,False,True
11525,H012,R268,01-06-02,LORIMER ST,2019-08-24,1472003.0,1471905,98.0,5,170.0,False,True
11530,H012,R268,01-06-02,LORIMER ST,2019-08-29,1472462.0,1472292,170.0,3,170.0,False,True
11531,H012,R268,01-06-02,LORIMER ST,2019-08-30,1472515.0,1472376,139.0,4,170.0,False,True
11533,H013,R249,01-00-00,GRAHAM AV,2019-06-01,6850159.0,6848132,2027.0,5,3508.0,False,True
11538,H013,R249,01-00-00,GRAHAM AV,2019-06-06,6864939.0,6859011,0.0,3,3508.0,False,True
11539,H013,R249,01-00-00,GRAHAM AV,2019-06-07,6866258.0,6862048,0.0,4,3508.0,False,True
11540,H013,R249,01-00-00,GRAHAM AV,2019-06-08,6867078.0,6865125,1953.0,5,3508.0,False,True
11545,H013,R249,01-00-00,GRAHAM AV,2019-06-13,6881658.0,6875959,0.0,3,3508.0,False,True
11546,H013,R249,01-00-00,GRAHAM AV,2019-06-14,6882840.0,6878919,0.0,4,3508.0,False,True
11547,H013,R249,01-00-00,GRAHAM AV,2019-06-15,6883752.0,6881856,1896.0,5,3508.0,False,True
11552,H013,R249,01-00-00,GRAHAM AV,2019-06-20,6898323.0,6892517,0.0,3,3508.0,False,True
11553,H013,R249,01-00-00,GRAHAM AV,2019-06-21,6899507.0,6895614,0.0,4,3508.0,False,True
11554,H013,R249,01-00-00,GRAHAM AV,2019-06-22,6900456.0,6898507,1949.0,5,3508.0,False,True
11559,H013,R249,01-00-00,GRAHAM AV,2019-06-27,6914411.0,6909093,0.0,3,3508.0,False,True
11560,H013,R249,01-00-00,GRAHAM AV,2019-06-28,6916038.0,6911708,0.0,4,3508.0,False,True
11561,H013,R249,01-00-00,GRAHAM AV,2019-06-29,6917519.0,6914781,2738.0,5,3508.0,False,True
11566,H013,R249,01-00-00,GRAHAM AV,2019-07-04,6928545.0,6925748,2797.0,3,3508.0,False,True
11567,H013,R249,01-00-00,GRAHAM AV,2019-07-05,6929537.0,6926882,2655.0,4,3508.0,False,True
11568,H013,R249,01-00-00,GRAHAM AV,2019-07-06,6930289.0,6928662,1627.0,5,3508.0,False,True
11573,H013,R249,01-00-00,GRAHAM AV,2019-07-11,6944404.0,6938732,0.0,3,3508.0,False,True
11574,H013,R249,01-00-00,GRAHAM AV,2019-07-12,6945670.0,6941651,0.0,4,3508.0,False,True
11575,H013,R249,01-00-00,GRAHAM AV,2019-07-13,6946613.0,6944649,1964.0,5,3508.0,False,True
11580,H013,R249,01-00-00,GRAHAM AV,2019-07-18,6960655.0,6955284,0.0,3,3508.0,False,True
11581,H013,R249,01-00-00,GRAHAM AV,2019-07-19,6960810.0,6958100,2710.0,4,3508.0,False,True
11582,H013,R249,01-00-00,GRAHAM AV,2019-07-20,6960810.0,6960810,0.0,5,3508.0,False,True
11587,H013,R249,01-00-00,GRAHAM AV,2019-07-25,6975419.0,6969088,0.0,3,3508.0,False,True
11588,H013,R249,01-00-00,GRAHAM AV,2019-07-26,6975625.0,6972446,3179.0,4,3508.0,False,True
11589,H013,R249,01-00-00,GRAHAM AV,2019-07-27,6975625.0,6975625,0.0,5,3508.0,False,True
11594,H013,R249,01-00-00,GRAHAM AV,2019-08-01,6989475.0,6983946,0.0,3,3508.0,False,True
11595,H013,R249,01-00-00,GRAHAM AV,2019-08-02,6989621.0,6986878,2743.0,4,3508.0,False,True
11596,H013,R249,01-00-00,GRAHAM AV,2019-08-03,6989621.0,6989621,0.0,5,3508.0,False,True
11601,H013,R249,01-00-00,GRAHAM AV,2019-08-08,7002987.0,6997569,0.0,3,3508.0,False,True
11602,H013,R249,01-00-00,GRAHAM AV,2019-08-09,7003971.0,7000463,0.0,4,3508.0,False,True
11603,H013,R249,01-00-00,GRAHAM AV,2019-08-10,7004790.0,7003152,1638.0,5,3508.0,False,True
11608,H013,R249,01-00-00,GRAHAM AV,2019-08-15,7018540.0,7013118,0.0,3,3508.0,False,True
11609,H013,R249,01-00-00,GRAHAM AV,2019-08-16,7019580.0,7015940,0.0,4,3508.0,False,True
11610,H013,R249,01-00-00,GRAHAM AV,2019-08-17,7020363.0,7018706,1657.0,5,3508.0,False,True
11615,H013,R249,01-00-00,GRAHAM AV,2019-08-22,7033900.0,7028503,0.0,3,3508.0,False,True
11616,H013,R249,01-00-00,GRAHAM AV,2019-08-23,7034973.0,7031302,0.0,4,3508.0,False,True
11617,H013,R249,01-00-00,GRAHAM AV,2019-08-24,7035754.0,7034097,1657.0,5,3508.0,False,True
11622,H013,R249,01-00-00,GRAHAM AV,2019-08-29,7049289.0,7043987,0.0,3,3508.0,False,True
11623,H013,R249,01-00-00,GRAHAM AV,2019-08-30,7050243.0,7046851,3392.0,4,3508.0,False,True
11625,H013,R249,01-00-01,GRAHAM AV,2019-06-01,13870964.0,13869400,1564.0,5,2675.0,False,True
11630,H013,R249,01-00-01,GRAHAM AV,2019-06-06,13882666.0,13877963,2675.0,3,2675.0,False,True
11631,H013,R249,01-00-01,GRAHAM AV,2019-06-07,13883715.0,13880356,3359.0,4,2675.0,False,True
11632,H013,R249,01-00-01,GRAHAM AV,2019-06-08,13884419.0,13882836,1583.0,5,2675.0,False,True
11637,H013,R249,01-00-01,GRAHAM AV,2019-06-13,13896254.0,13891595,2675.0,3,2675.0,False,True
11638,H013,R249,01-00-01,GRAHAM AV,2019-06-14,13897237.0,13894010,3227.0,4,2675.0,False,True
11639,H013,R249,01-00-01,GRAHAM AV,2019-06-15,13897990.0,13896424,1566.0,5,2675.0,False,True
11644,H013,R249,01-00-01,GRAHAM AV,2019-06-20,13909746.0,13905076,2675.0,3,2675.0,False,True
11645,H013,R249,01-00-01,GRAHAM AV,2019-06-21,13910698.0,13907619,3079.0,4,2675.0,False,True
11646,H013,R249,01-00-01,GRAHAM AV,2019-06-22,13911396.0,13909895,1501.0,5,2675.0,False,True
11651,H013,R249,01-00-01,GRAHAM AV,2019-06-27,13923031.0,13918292,2675.0,3,2675.0,False,True
11652,H013,R249,01-00-01,GRAHAM AV,2019-06-28,13924342.0,13920861,3481.0,4,2675.0,False,True
11653,H013,R249,01-00-01,GRAHAM AV,2019-06-29,13925625.0,13923327,2298.0,5,2675.0,False,True
11658,H013,R249,01-00-01,GRAHAM AV,2019-07-04,13934160.0,13932089,2071.0,3,2675.0,False,True
11659,H013,R249,01-00-01,GRAHAM AV,2019-07-05,13934933.0,13932957,1976.0,4,2675.0,False,True
11660,H013,R249,01-00-01,GRAHAM AV,2019-07-06,13935520.0,13934283,1237.0,5,2675.0,False,True
11665,H013,R249,01-00-01,GRAHAM AV,2019-07-11,13946669.0,13942273,2675.0,3,2675.0,False,True
11666,H013,R249,01-00-01,GRAHAM AV,2019-07-12,13947686.0,13944546,3140.0,4,2675.0,False,True
11667,H013,R249,01-00-01,GRAHAM AV,2019-07-13,13948410.0,13946861,1549.0,5,2675.0,False,True
11672,H013,R249,01-00-01,GRAHAM AV,2019-07-18,13959216.0,13955101,2675.0,3,2675.0,False,True
11673,H013,R249,01-00-01,GRAHAM AV,2019-07-19,13959352.0,13957320,2032.0,4,2675.0,False,True
11674,H013,R249,01-00-01,GRAHAM AV,2019-07-20,13959352.0,13959352,0.0,5,2675.0,False,True
11679,H013,R249,01-00-01,GRAHAM AV,2019-07-25,13969108.0,13965786,3322.0,3,2675.0,False,True
11680,H013,R249,01-00-01,GRAHAM AV,2019-07-26,13969216.0,13967467,1749.0,4,2675.0,False,True
11681,H013,R249,01-00-01,GRAHAM AV,2019-07-27,13969216.0,13969216,0.0,5,2675.0,False,True
11686,H013,R249,01-00-01,GRAHAM AV,2019-08-01,13979818.0,13975649,2675.0,3,2675.0,False,True
11687,H013,R249,01-00-01,GRAHAM AV,2019-08-02,13979946.0,13977852,2094.0,4,2675.0,False,True
11688,H013,R249,01-00-01,GRAHAM AV,2019-08-03,13979946.0,13979946,0.0,5,2675.0,False,True
11693,H013,R249,01-00-01,GRAHAM AV,2019-08-08,13990331.0,13986242,2675.0,3,2675.0,False,True
11694,H013,R249,01-00-01,GRAHAM AV,2019-08-09,13991089.0,13988414,2675.0,4,2675.0,False,True
11695,H013,R249,01-00-01,GRAHAM AV,2019-08-10,13991671.0,13990470,1201.0,5,2675.0,False,True
11700,H013,R249,01-00-01,GRAHAM AV,2019-08-15,14001984.0,13997890,2675.0,3,2675.0,False,True
11701,H013,R249,01-00-01,GRAHAM AV,2019-08-16,14002739.0,14000056,2683.0,4,2675.0,False,True
11702,H013,R249,01-00-01,GRAHAM AV,2019-08-17,14003363.0,14002130,1233.0,5,2675.0,False,True
11707,H013,R249,01-00-01,GRAHAM AV,2019-08-22,14013430.0,14009402,2675.0,3,2675.0,False,True
11708,H013,R249,01-00-01,GRAHAM AV,2019-08-23,14014256.0,14011576,2680.0,4,2675.0,False,True
11709,H013,R249,01-00-01,GRAHAM AV,2019-08-24,14014840.0,14013595,1245.0,5,2675.0,False,True
11714,H013,R249,01-00-01,GRAHAM AV,2019-08-29,14024978.0,14021095,2675.0,3,2675.0,False,True
11715,H013,R249,01-00-01,GRAHAM AV,2019-08-30,14025731.0,14023280,2451.0,4,2675.0,False,True
11717,H013,R249,01-00-02,GRAHAM AV,2019-06-01,14440337.0,14438363,1974.0,5,3373.0,False,True
11722,H013,R249,01-00-02,GRAHAM AV,2019-06-06,14454333.0,14448799,3373.0,3,3373.0,False,True
11723,H013,R249,01-00-02,GRAHAM AV,2019-06-07,14455627.0,14451616,3373.0,4,3373.0,False,True
11724,H013,R249,01-00-02,GRAHAM AV,2019-06-08,14456674.0,14454544,2130.0,5,3373.0,False,True
11729,H013,R249,01-00-02,GRAHAM AV,2019-06-13,14471211.0,14465491,3373.0,3,3373.0,False,True
11730,H013,R249,01-00-02,GRAHAM AV,2019-06-14,14472422.0,14468430,3373.0,4,3373.0,False,True
11731,H013,R249,01-00-02,GRAHAM AV,2019-06-15,14473308.0,14471445,1863.0,5,3373.0,False,True
11736,H013,R249,01-00-02,GRAHAM AV,2019-06-20,14487699.0,14482069,3373.0,3,3373.0,False,True
11737,H013,R249,01-00-02,GRAHAM AV,2019-06-21,14488861.0,14485010,3373.0,4,3373.0,False,True
11738,H013,R249,01-00-02,GRAHAM AV,2019-06-22,14489729.0,14487904,1825.0,5,3373.0,False,True
11743,H013,R249,01-00-02,GRAHAM AV,2019-06-27,14503594.0,14498173,3373.0,3,3373.0,False,True
11744,H013,R249,01-00-02,GRAHAM AV,2019-06-28,14505146.0,14501015,3373.0,4,3373.0,False,True
11745,H013,R249,01-00-02,GRAHAM AV,2019-06-29,14506710.0,14503945,2765.0,5,3373.0,False,True
11750,H013,R249,01-00-02,GRAHAM AV,2019-07-04,14517219.0,14514570,2649.0,3,3373.0,False,True
11751,H013,R249,01-00-02,GRAHAM AV,2019-07-05,14518157.0,14515652,2505.0,4,3373.0,False,True
11752,H013,R249,01-00-02,GRAHAM AV,2019-07-06,14518912.0,14517365,1547.0,5,3373.0,False,True
11757,H013,R249,01-00-02,GRAHAM AV,2019-07-11,14532376.0,14527083,3373.0,3,3373.0,False,True
11758,H013,R249,01-00-02,GRAHAM AV,2019-07-12,14533575.0,14529832,3373.0,4,3373.0,False,True
11759,H013,R249,01-00-02,GRAHAM AV,2019-07-13,14534531.0,14532606,1925.0,5,3373.0,False,True
11764,H013,R249,01-00-02,GRAHAM AV,2019-07-18,14547879.0,14542623,3373.0,3,3373.0,False,True
11765,H013,R249,01-00-02,GRAHAM AV,2019-07-19,14548082.0,14545421,2661.0,4,3373.0,False,True
11766,H013,R249,01-00-02,GRAHAM AV,2019-07-20,14548082.0,14548082,0.0,5,3373.0,False,True
11771,H013,R249,01-00-02,GRAHAM AV,2019-07-25,14561386.0,14555938,3373.0,3,3373.0,False,True
11772,H013,R249,01-00-02,GRAHAM AV,2019-07-26,14561588.0,14558872,2716.0,4,3373.0,False,True
11773,H013,R249,01-00-02,GRAHAM AV,2019-07-27,14561588.0,14561588,0.0,5,3373.0,False,True
11778,H013,R249,01-00-02,GRAHAM AV,2019-08-01,14574379.0,14569295,3373.0,3,3373.0,False,True
11779,H013,R249,01-00-02,GRAHAM AV,2019-08-02,14574528.0,14571970,2558.0,4,3373.0,False,True
11780,H013,R249,01-00-02,GRAHAM AV,2019-08-03,14574528.0,14574528,0.0,5,3373.0,False,True
11785,H013,R249,01-00-02,GRAHAM AV,2019-08-08,14587360.0,14582155,3373.0,3,3373.0,False,True
11786,H013,R249,01-00-02,GRAHAM AV,2019-08-09,14588320.0,14584912,3408.0,4,3373.0,False,True
11787,H013,R249,01-00-02,GRAHAM AV,2019-08-10,14589027.0,14587516,1511.0,5,3373.0,False,True
11792,H013,R249,01-00-02,GRAHAM AV,2019-08-15,14601870.0,14596821,3373.0,3,3373.0,False,True
11793,H013,R249,01-00-02,GRAHAM AV,2019-08-16,14602873.0,14599495,3378.0,4,3373.0,False,True
11794,H013,R249,01-00-02,GRAHAM AV,2019-08-17,14603598.0,14602028,1570.0,5,3373.0,False,True
11799,H013,R249,01-00-02,GRAHAM AV,2019-08-22,14616059.0,14611187,3373.0,3,3373.0,False,True
11800,H013,R249,01-00-02,GRAHAM AV,2019-08-23,14617139.0,14613766,3373.0,4,3373.0,False,True
11801,H013,R249,01-00-02,GRAHAM AV,2019-08-24,14617911.0,14616257,1654.0,5,3373.0,False,True
11806,H013,R249,01-00-02,GRAHAM AV,2019-08-29,14630690.0,14625671,3373.0,3,3373.0,False,True
11807,H013,R249,01-00-02,GRAHAM AV,2019-08-30,14631711.0,14628445,3266.0,4,3373.0,False,True
11809,H014,R249,00-00-00,GRAHAM AV,2019-06-01,2057802.0,2057376,426.0,5,509.0,False,True
