,C/A,UNIT,SCP,STATION,DATE,ENTRIES_CUM_AM,ENTRIES_CUM_PM,ENTRIES,DAY_WEEK,MEDIAN,OUTLIER,~OUTLIER
76,A006,R079,00-00-00,5 AV/59 ST,2019-08-17,3993940.0,3992252,1688.0,5,2442.5,False,True
81,A006,R079,00-00-00,5 AV/59 ST,2019-08-22,4001691.0,3998693,2998.0,3,2442.5,False,True
82,A006,R079,00-00-00,5 AV/59 ST,2019-08-23,4002675.0,4000281,2394.0,4,2442.5,False,True
83,A006,R079,00-00-00,5 AV/59 ST,2019-08-24,4003529.0,4001819,1710.0,5,2442.5,False,True
88,A006,R079,00-00-00,5 AV/59 ST,2019-08-29,4011529.0,4008500,3029.0,3,2442.5,False,True
89,A006,R079,00-00-00,5 AV/59 ST,2019-08-30,4012497.0,4010164,2333.0,4,2442.5,False,True
91,A006,R079,00-00-01,5 AV/59 ST,2019-06-01,5048783.0,5047406,1377.0,5,2263.0,False,True
96,A006,R079,00-00-01,5 AV/59 ST,2019-06-06,5056875.0,5053803,3072.0,3,2263.0,False,True
97,A006,R079,00-00-01,5 AV/59 ST,2019-06-07,5057763.0,5055425,2338.0,4,2263.0,False,True
98,A006,R079,00-00-01,5 AV/59 ST,2019-06-08,5058382.0,5056975,1407.0,5,2263.0,False,True
103,A006,R079,00-00-01,5 AV/59 ST,2019-06-13,5066361.0,5063326,3035.0,3,2263.0,False,True
104,A006,R079,00-00-01,5 AV/59 ST,2019-06-14,5067233.0,5064948,2285.0,4,2263.0,False,True
105,A006,R079,00-00-01,5 AV/59 ST,2019-06-15,5067868.0,5066468,1400.0,5,2263.0,False,True
110,A006,R079,00-00-01,5 AV/59 ST,2019-06-20,5075698.0,5072653,3045.0,3,2263.0,False,True
111,A006,R079,00-00-01,5 AV/59 ST,2019-06-21,5076552.0,5074316,2236.0,4,2263.0,False,True
112,A006,R079,00-00-01,5 AV/59 ST,2019-06-22,5077212.0,5075794,1418.0,5,2263.0,False,True
117,A006,R079,00-00-01,5 AV/59 ST,2019-06-27,5085186.0,5082096,3090.0,3,2263.0,False,True
118,A006,R079,00-00-01,5 AV/59 ST,2019-06-28,5086028.0,5083765,2263.0,4,2263.0,False,True
119,A006,R079,00-00-01,5 AV/59 ST,2019-06-29,5086746.0,5085298,1448.0,5,2263.0,False,True
124,A006,R079,00-00-01,5 AV/59 ST,2019-07-04,5092792.0,5091330,1462.0,3,2263.0,False,True
125,A006,R079,00-00-01,5 AV/59 ST,2019-07-05,5093514.0,5091885,1629.0,4,2263.0,False,True
126,A006,R079,00-00-01,5 AV/59 ST,2019-07-06,5094076.0,5092867,1209.0,5,2263.0,False,True
131,A006,R079,00-00-01,5 AV/59 ST,2019-07-11,5101595.0,5098470,3125.0,3,2263.0,False,True
132,A006,R079,00-00-01,5 AV/59 ST,2019-07-12,5102577.0,5100083,2494.0,4,2263.0,False,True
133,A006,R079,00-00-01,5 AV/59 ST,2019-07-13,5103341.0,5101680,1661.0,5,2263.0,False,True
138,A006,R079,00-00-01,5 AV/59 ST,2019-07-18,5111307.0,5108274,3033.0,3,2263.0,False,True
139,A006,R079,00-00-01,5 AV/59 ST,2019-07-19,5112005.0,5109898,2107.0,4,2263.0,False,True
140,A006,R079,00-00-01,5 AV/59 ST,2019-07-20,5112545.0,5111401,1144.0,5,2263.0,False,True
145,A006,R079,00-00-01,5 AV/59 ST,2019-07-25,5120396.0,5117337,3059.0,3,2263.0,False,True
146,A006,R079,00-00-01,5 AV/59 ST,2019-07-26,5121268.0,5118995,2273.0,4,2263.0,False,True
147,A006,R079,00-00-01,5 AV/59 ST,2019-07-27,5122000.0,5120490,1510.0,5,2263.0,False,True
152,A006,R079,00-00-01,5 AV/59 ST,2019-08-01,5129911.0,5126849,3062.0,3,2263.0,False,True
153,A006,R079,00-00-01,5 AV/59 ST,2019-08-02,5130726.0,5128460,2266.0,4,2263.0,False,True
154,A006,R079,00-00-01,5 AV/59 ST,2019-08-03,5131399.0,5130009,1390.0,5,2263.0,False,True
159,A006,R079,00-00-01,5 AV/59 ST,2019-08-08,5138983.0,5136042,2941.0,3,2263.0,False,True
160,A006,R079,00-00-01,5 AV/59 ST,2019-08-09,5139926.0,5137600,2326.0,4,2263.0,False,True
161,A006,R079,00-00-01,5 AV/59 ST,2019-08-10,5140675.0,5139069,1606.0,5,2263.0,False,True
166,A006,R079,00-00-01,5 AV/59 ST,2019-08-15,5148323.0,5145279,3044.0,3,2263.0,False,True
167,A006,R079,00-00-01,5 AV/59 ST,2019-08-16,5149204.0,5146888,2316.0,4,2263.0,False,True
168,A006,R079,00-00-01,5 AV/59 ST,2019-08-17,5149929.0,5148406,1523.0,5,2263.0,False,True
173,A006,R079,00-00-01,5 AV/59 ST,2019-08-22,5157239.0,5154503,2736.0,3,2263.0,False,True
174,A006,R079,00-00-01,5 AV/59 ST,2019-08-23,5158124.0,5155991,2133.0,4,2263.0,False,True
175,A006,R079,00-00-01,5 AV/59 ST,2019-08-24,5158875.0,5157330,1545.0,5,2263.0,False,True
180,A006,R079,00-00-01,5 AV/59 ST,2019-08-29,5166159.0,5163458,2701.0,3,2263.0,False,True
181,A006,R079,00-00-01,5 AV/59 ST,2019-08-30,5166966.0,5164938,2028.0,4,2263.0,False,True
183,A006,R079,00-00-02,5 AV/59 ST,2019-06-01,6166486.0,6165406,1080.0,5,1710.0,False,True
188,A006,R079,00-00-02,5 AV/59 ST,2019-06-06,6172866.0,6170448,2418.0,3,1710.0,False,True
189,A006,R079,00-00-02,5 AV/59 ST,2019-06-07,6173477.0,6171744,1733.0,4,1710.0,False,True
190,A006,R079,00-00-02,5 AV/59 ST,2019-06-08,6173959.0,6172941,1018.0,5,1710.0,False,True
195,A006,R079,00-00-02,5 AV/59 ST,2019-06-13,6180415.0,6177868,2547.0,3,1710.0,False,True
196,A006,R079,00-00-02,5 AV/59 ST,2019-06-14,6181107.0,6179231,1876.0,4,1710.0,False,True
197,A006,R079,00-00-02,5 AV/59 ST,2019-06-15,6181526.0,6180482,1044.0,5,1710.0,False,True
202,A006,R079,00-00-02,5 AV/59 ST,2019-06-20,6187621.0,6185319,2302.0,3,1710.0,False,True
203,A006,R079,00-00-02,5 AV/59 ST,2019-06-21,6188246.0,6186534,1712.0,4,1710.0,False,True
204,A006,R079,00-00-02,5 AV/59 ST,2019-06-22,6188749.0,6187681,1068.0,5,1710.0,False,True
209,A006,R079,00-00-02,5 AV/59 ST,2019-06-27,6194933.0,6192586,2347.0,3,1710.0,False,True
210,A006,R079,00-00-02,5 AV/59 ST,2019-06-28,6196117.0,6193875,2242.0,4,1710.0,False,True
215,A006,R079,00-00-02,5 AV/59 ST,2019-07-04,6200994.0,6199754,1240.0,3,1710.0,False,True
216,A006,R079,00-00-02,5 AV/59 ST,2019-07-05,6201531.0,6200231,1300.0,4,1710.0,False,True
217,A006,R079,00-00-02,5 AV/59 ST,2019-07-06,6202025.0,6201043,982.0,5,1710.0,False,True
222,A006,R079,00-00-02,5 AV/59 ST,2019-07-11,6207872.0,6205483,2389.0,3,1710.0,False,True
223,A006,R079,00-00-02,5 AV/59 ST,2019-07-12,6208661.0,6206768,1893.0,4,1710.0,False,True
224,A006,R079,00-00-02,5 AV/59 ST,2019-07-13,6209301.0,6207927,1374.0,5,1710.0,False,True
229,A006,R079,00-00-02,5 AV/59 ST,2019-07-18,6215391.0,6213084,2307.0,3,1710.0,False,True
230,A006,R079,00-00-02,5 AV/59 ST,2019-07-19,6215865.0,6214301,1564.0,4,1710.0,False,True
231,A006,R079,00-00-02,5 AV/59 ST,2019-07-20,6216258.0,6215442,816.0,5,1710.0,False,True
236,A006,R079,00-00-02,5 AV/59 ST,2019-07-25,6222277.0,6219931,2346.0,3,1710.0,False,True
237,A006,R079,00-00-02,5 AV/59 ST,2019-07-26,6222967.0,6221210,1757.0,4,1710.0,False,True
238,A006,R079,00-00-02,5 AV/59 ST,2019-07-27,6223496.0,6222331,1165.0,5,1710.0,False,True
243,A006,R079,00-00-02,5 AV/59 ST,2019-08-01,6229507.0,6227186,2321.0,3,1710.0,False,True
244,A006,R079,00-00-02,5 AV/59 ST,2019-08-02,6230170.0,6228462,1708.0,4,1710.0,False,True
245,A006,R079,00-00-02,5 AV/59 ST,2019-08-03,6230671.0,6229555,1116.0,5,1710.0,False,True
250,A006,R079,00-00-02,5 AV/59 ST,2019-08-08,6236631.0,6234337,2294.0,3,1710.0,False,True
251,A006,R079,00-00-02,5 AV/59 ST,2019-08-09,6237350.0,6235526,1824.0,4,1710.0,False,True
252,A006,R079,00-00-02,5 AV/59 ST,2019-08-10,6237959.0,6236680,1279.0,5,1710.0,False,True
257,A006,R079,00-00-02,5 AV/59 ST,2019-08-15,6243866.0,6241560,2306.0,3,1710.0,False,True
258,A006,R079,00-00-02,5 AV/59 ST,2019-08-16,6244492.0,6242799,1693.0,4,1710.0,False,True
259,A006,R079,00-00-02,5 AV/59 ST,2019-08-17,6245029.0,6243918,1111.0,5,1710.0,False,True
264,A006,R079,00-00-02,5 AV/59 ST,2019-08-22,6250609.0,6248479,2130.0,3,1710.0,False,True
265,A006,R079,00-00-02,5 AV/59 ST,2019-08-23,6251237.0,6249678,1559.0,4,1710.0,False,True
266,A006,R079,00-00-02,5 AV/59 ST,2019-08-24,6251760.0,6250658,1102.0,5,1710.0,False,True
271,A006,R079,00-00-02,5 AV/59 ST,2019-08-29,6257277.0,6255200,2077.0,3,1710.0,False,True
272,A006,R079,00-00-02,5 AV/59 ST,2019-08-30,6257897.0,6256356,1541.0,4,1710.0,False,True
274,A006,R079,00-00-03,5 AV/59 ST,2019-06-01,2981222.0,2980232,990.0,5,1507.5,False,True
279,A006,R079,00-00-03,5 AV/59 ST,2019-06-06,2986605.0,2984478,2127.0,3,1507.5,False,True
280,A006,R079,00-00-03,5 AV/59 ST,2019-06-07,2987239.0,2985620,1619.0,4,1507.5,False,True
281,A006,R079,00-00-03,5 AV/59 ST,2019-06-08,2987694.0,2986649,1045.0,5,1507.5,False,True
286,A006,R079,00-00-03,5 AV/59 ST,2019-06-13,2992991.0,2990992,1999.0,3,1507.5,False,True
287,A006,R079,00-00-03,5 AV/59 ST,2019-06-14,2993642.0,2992073,1569.0,4,1507.5,False,True
288,A006,R079,00-00-03,5 AV/59 ST,2019-06-15,2994023.0,2993049,974.0,5,1507.5,False,True
293,A006,R079,00-00-03,5 AV/59 ST,2019-06-20,2999189.0,2997197,1992.0,3,1507.5,False,True
294,A006,R079,00-00-03,5 AV/59 ST,2019-06-21,2999793.0,2998292,1501.0,4,1507.5,False,True
295,A006,R079,00-00-03,5 AV/59 ST,2019-06-22,3000312.0,2999232,1080.0,5,1507.5,False,True
300,A006,R079,00-00-03,5 AV/59 ST,2019-06-27,3005526.0,3003478,2048.0,3,1507.5,False,True
301,A006,R079,00-00-03,5 AV/59 ST,2019-06-28,3006582.0,3004656,1926.0,4,1507.5,False,True
306,A006,R079,00-00-03,5 AV/59 ST,2019-07-04,3010886.0,3009775,1111.0,3,1507.5,False,True
307,A006,R079,00-00-03,5 AV/59 ST,2019-07-05,3011460.0,3010227,1233.0,4,1507.5,False,True
308,A006,R079,00-00-03,5 AV/59 ST,2019-07-06,3011912.0,3010931,981.0,5,1507.5,False,True
313,A006,R079,00-00-03,5 AV/59 ST,2019-07-11,3016945.0,3014925,2020.0,3,1507.5,False,True
314,A006,R079,00-00-03,5 AV/59 ST,2019-07-12,3017692.0,3016023,1669.0,4,1507.5,False,True
315,A006,R079,00-00-03,5 AV/59 ST,2019-07-13,3018220.0,3016989,1231.0,5,1507.5,False,True
320,A006,R079,00-00-03,5 AV/59 ST,2019-07-18,3023256.0,3021263,1993.0,3,1507.5,False,True
321,A006,R079,00-00-03,5 AV/59 ST,2019-07-19,3023677.0,3022303,1374.0,4,1507.5,False,True
322,A006,R079,00-00-03,5 AV/59 ST,2019-07-20,3024058.0,3023301,757.0,5,1507.5,False,True
327,A006,R079,00-00-03,5 AV/59 ST,2019-07-25,3029388.0,3027292,2096.0,3,1507.5,False,True
328,A006,R079,00-00-03,5 AV/59 ST,2019-07-26,3030051.0,3028448,1603.0,4,1507.5,False,True
329,A006,R079,00-00-03,5 AV/59 ST,2019-07-27,3030552.0,3029433,1119.0,5,1507.5,False,True
334,A006,R079,00-00-03,5 AV/59 ST,2019-08-01,3035535.0,3033618,1917.0,3,1507.5,False,True
335,A006,R079,00-00-03,5 AV/59 ST,2019-08-02,3036111.0,3034632,1479.0,4,1507.5,False,True
336,A006,R079,00-00-03,5 AV/59 ST,2019-08-03,3036561.0,3035571,990.0,5,1507.5,False,True
341,A006,R079,00-00-03,5 AV/59 ST,2019-08-08,3041669.0,3039749,1920.0,3,1507.5,False,True
342,A006,R079,00-00-03,5 AV/59 ST,2019-08-09,3042358.0,3040792,1566.0,4,1507.5,False,True
343,A006,R079,00-00-03,5 AV/59 ST,2019-08-10,3042883.0,3041720,1163.0,5,1507.5,False,True
348,A006,R079,00-00-03,5 AV/59 ST,2019-08-15,3047771.0,3045780,1991.0,3,1507.5,False,True
349,A006,R079,00-00-03,5 AV/59 ST,2019-08-16,3048373.0,3046859,1514.0,4,1507.5,False,True
350,A006,R079,00-00-03,5 AV/59 ST,2019-08-17,3048907.0,3047817,1090.0,5,1507.5,False,True
355,A006,R079,00-00-03,5 AV/59 ST,2019-08-22,3053746.0,3051868,1878.0,3,1507.5,False,True
356,A006,R079,00-00-03,5 AV/59 ST,2019-08-23,3054354.0,3052922,1432.0,4,1507.5,False,True
357,A006,R079,00-00-03,5 AV/59 ST,2019-08-24,3054825.0,3053785,1040.0,5,1507.5,False,True
362,A006,R079,00-00-03,5 AV/59 ST,2019-08-29,3059396.0,3057731,1665.0,3,1507.5,False,True
363,A006,R079,00-00-03,5 AV/59 ST,2019-08-30,3060012.0,3058597,1415.0,4,1507.5,False,True
365,A006,R079,00-00-04,5 AV/59 ST,2019-06-01,7660992.0,7659984,1008.0,5,1416.0,False,True
370,A006,R079,00-00-04,5 AV/59 ST,2019-06-06,7666063.0,7664099,1964.0,3,1416.0,False,True
371,A006,R079,00-00-04,5 AV/59 ST,2019-06-07,7666610.0,7665179,1431.0,4,1416.0,False,True
372,A006,R079,00-00-04,5 AV/59 ST,2019-06-08,7667021.0,7666107,914.0,5,1416.0,False,True
377,A006,R079,00-00-04,5 AV/59 ST,2019-06-13,7671882.0,7670010,1872.0,3,1416.0,False,True
378,A006,R079,00-00-04,5 AV/59 ST,2019-06-14,7672513.0,7671013,1500.0,4,1416.0,False,True
379,A006,R079,00-00-04,5 AV/59 ST,2019-06-15,7672873.0,7671954,919.0,5,1416.0,False,True
384,A006,R079,00-00-04,5 AV/59 ST,2019-06-20,7677746.0,7675921,1825.0,3,1416.0,False,True
385,A006,R079,00-00-04,5 AV/59 ST,2019-06-21,7678357.0,7676890,1467.0,4,1416.0,False,True
386,A006,R079,00-00-04,5 AV/59 ST,2019-06-22,7678845.0,7677786,1059.0,5,1416.0,False,True
391,A006,R079,00-00-04,5 AV/59 ST,2019-06-27,7683809.0,7681890,1919.0,3,1416.0,False,True
392,A006,R079,00-00-04,5 AV/59 ST,2019-06-28,7684452.0,7682927,1525.0,4,1416.0,False,True
393,A006,R079,00-00-04,5 AV/59 ST,2019-06-29,7684904.0,7683853,1051.0,5,1416.0,False,True
398,A006,R079,00-00-04,5 AV/59 ST,2019-07-04,7688913.0,7687737,1176.0,3,1416.0,False,True
399,A006,R079,00-00-04,5 AV/59 ST,2019-07-05,7689487.0,7688216,1271.0,4,1416.0,False,True
400,A006,R079,00-00-04,5 AV/59 ST,2019-07-06,7689918.0,7688951,967.0,5,1416.0,False,True
405,A006,R079,00-00-04,5 AV/59 ST,2019-07-11,7694820.0,7692930,1890.0,3,1416.0,False,True
406,A006,R079,00-00-04,5 AV/59 ST,2019-07-12,7695662.0,7693939,1723.0,4,1416.0,False,True
407,A006,R079,00-00-04,5 AV/59 ST,2019-07-13,7696216.0,7694857,1359.0,5,1416.0,False,True
412,A006,R079,00-00-04,5 AV/59 ST,2019-07-18,7700927.0,7699186,1741.0,3,1416.0,False,True
413,A006,R079,00-00-04,5 AV/59 ST,2019-07-19,7701298.0,7700132,1166.0,4,1416.0,False,True
414,A006,R079,00-00-04,5 AV/59 ST,2019-07-20,7701579.0,7700957,622.0,5,1416.0,False,True
419,A006,R079,00-00-04,5 AV/59 ST,2019-07-25,7706488.0,7704536,1952.0,3,1416.0,False,True
420,A006,R079,00-00-04,5 AV/59 ST,2019-07-26,7707049.0,7705633,1416.0,4,1416.0,False,True
421,A006,R079,00-00-04,5 AV/59 ST,2019-07-27,7707488.0,7706532,956.0,5,1416.0,False,True
426,A006,R079,00-00-04,5 AV/59 ST,2019-08-01,7712210.0,7710387,1823.0,3,1416.0,False,True
427,A006,R079,00-00-04,5 AV/59 ST,2019-08-02,7712759.0,7711339,1420.0,4,1416.0,False,True
428,A006,R079,00-00-04,5 AV/59 ST,2019-08-03,7713200.0,7712255,945.0,5,1416.0,False,True
433,A006,R079,00-00-04,5 AV/59 ST,2019-08-08,7717935.0,7716141,1794.0,3,1416.0,False,True
434,A006,R079,00-00-04,5 AV/59 ST,2019-08-09,7718522.0,7717135,1387.0,4,1416.0,False,True
435,A006,R079,00-00-04,5 AV/59 ST,2019-08-10,7718955.0,7717981,974.0,5,1416.0,False,True
440,A006,R079,00-00-04,5 AV/59 ST,2019-08-15,7723546.0,7721698,1848.0,3,1416.0,False,True
441,A006,R079,00-00-04,5 AV/59 ST,2019-08-16,7724126.0,7722702,1424.0,4,1416.0,False,True
442,A006,R079,00-00-04,5 AV/59 ST,2019-08-17,7724570.0,7723582,988.0,5,1416.0,False,True
447,A006,R079,00-00-04,5 AV/59 ST,2019-08-22,7728978.0,7727301,1677.0,3,1416.0,False,True
448,A006,R079,00-00-04,5 AV/59 ST,2019-08-23,7729605.0,7728239,1366.0,4,1416.0,False,True
449,A006,R079,00-00-04,5 AV/59 ST,2019-08-24,7730037.0,7729016,1021.0,5,1416.0,False,True
454,A006,R079,00-00-04,5 AV/59 ST,2019-08-29,7734307.0,7732646,1661.0,3,1416.0,False,True
455,A006,R079,00-00-04,5 AV/59 ST,2019-08-30,7734804.0,7733577,1227.0,4,1416.0,False,True
457,A006,R079,00-03-00,5 AV/59 ST,2019-06-01,9136357.0,9134843,1514.0,5,1896.0,False,True
462,A006,R079,00-03-00,5 AV/59 ST,2019-06-06,9143387.0,9140597,2790.0,3,1896.0,False,True
463,A006,R079,00-03-00,5 AV/59 ST,2019-06-07,9144197.0,9142077,2120.0,4,1896.0,False,True
464,A006,R079,00-03-00,5 AV/59 ST,2019-06-08,9144885.0,9143419,1466.0,5,1896.0,False,True
469,A006,R079,00-03-00,5 AV/59 ST,2019-06-13,9151642.0,9149031,2611.0,3,1896.0,False,True
470,A006,R079,00-03-00,5 AV/59 ST,2019-06-14,9152498.0,9150361,2137.0,4,1896.0,False,True
471,A006,R079,00-03-00,5 AV/59 ST,2019-06-15,9153019.0,9151657,1362.0,5,1896.0,False,True
476,A006,R079,00-03-00,5 AV/59 ST,2019-06-20,9159646.0,9157091,2555.0,3,1896.0,False,True
477,A006,R079,00-03-00,5 AV/59 ST,2019-06-21,9160530.0,9158541,1989.0,4,1896.0,False,True
478,A006,R079,00-03-00,5 AV/59 ST,2019-06-22,9161263.0,9159676,1587.0,5,1896.0,False,True
483,A006,R079,00-03-00,5 AV/59 ST,2019-06-27,9168011.0,9165328,2683.0,3,1896.0,False,True
484,A006,R079,00-03-00,5 AV/59 ST,2019-06-28,9169456.0,9166780,2676.0,4,1896.0,False,True
489,A006,R079,00-03-00,5 AV/59 ST,2019-07-04,9174968.0,9173451,1517.0,3,1896.0,False,True
490,A006,R079,00-03-00,5 AV/59 ST,2019-07-05,9175726.0,9174081,1645.0,4,1896.0,False,True
491,A006,R079,00-03-00,5 AV/59 ST,2019-07-06,9176279.0,9175006,1273.0,5,1896.0,False,True
496,A006,R079,00-03-00,5 AV/59 ST,2019-07-11,9182813.0,9180296,2517.0,3,1896.0,False,True
497,A006,R079,00-03-00,5 AV/59 ST,2019-07-12,9183605.0,9181643,1962.0,4,1896.0,False,True
498,A006,R079,00-03-00,5 AV/59 ST,2019-07-13,9184265.0,9182852,1413.0,5,1896.0,False,True
503,A006,R079,00-03-00,5 AV/59 ST,2019-07-18,9190724.0,9188323,2401.0,3,1896.0,False,True
504,A006,R079,00-03-00,5 AV/59 ST,2019-07-19,9191226.0,9189585,1641.0,4,1896.0,False,True
505,A006,R079,00-03-00,5 AV/59 ST,2019-07-20,9191603.0,9190749,854.0,5,1896.0,False,True
510,A006,R079,00-03-00,5 AV/59 ST,2019-07-25,9198083.0,9195518,2565.0,3,1896.0,False,True
511,A006,R079,00-03-00,5 AV/59 ST,2019-07-26,9198931.0,9196908,2023.0,4,1896.0,False,True
512,A006,R079,00-03-00,5 AV/59 ST,2019-07-27,9199596.0,9198119,1477.0,5,1896.0,False,True
517,A006,R079,00-03-00,5 AV/59 ST,2019-08-01,9205951.0,9203515,2436.0,3,1896.0,False,True
518,A006,R079,00-03-00,5 AV/59 ST,2019-08-02,9206606.0,9204776,1830.0,4,1896.0,False,True
519,A006,R079,00-03-00,5 AV/59 ST,2019-08-03,9207148.0,9205977,1171.0,5,1896.0,False,True
524,A006,R079,00-03-00,5 AV/59 ST,2019-08-08,9213619.0,9211074,2545.0,3,1896.0,False,True
525,A006,R079,00-03-00,5 AV/59 ST,2019-08-09,9214407.0,9212425,1982.0,4,1896.0,False,True
526,A006,R079,00-03-00,5 AV/59 ST,2019-08-10,9215100.0,9213644,1456.0,5,1896.0,False,True
531,A006,R079,00-03-00,5 AV/59 ST,2019-08-15,9221205.0,9218742,2463.0,3,1896.0,False,True
532,A006,R079,00-03-00,5 AV/59 ST,2019-08-16,9221890.0,9220091,1799.0,4,1896.0,False,True
533,A006,R079,00-03-00,5 AV/59 ST,2019-08-17,9222524.0,9221227,1297.0,5,1896.0,False,True
538,A006,R079,00-03-00,5 AV/59 ST,2019-08-22,9228357.0,9226186,2171.0,3,1896.0,False,True
539,A006,R079,00-03-00,5 AV/59 ST,2019-08-23,9229149.0,9227387,1762.0,4,1896.0,False,True
540,A006,R079,00-03-00,5 AV/59 ST,2019-08-24,9229767.0,9228388,1379.0,5,1896.0,False,True
545,A006,R079,00-03-00,5 AV/59 ST,2019-08-29,9235305.0,9233221,2084.0,3,1896.0,False,True
546,A006,R079,00-03-00,5 AV/59 ST,2019-08-30,9235996.0,9234415,1581.0,4,1896.0,False,True
548,A006,R079,00-03-01,5 AV/59 ST,2019-06-01,200004.0,198095,1909.0,5,2452.0,False,True
553,A006,R079,00-03-01,5 AV/59 ST,2019-06-06,209372.0,205609,2452.0,3,2452.0,False,True
554,A006,R079,00-03-01,5 AV/59 ST,2019-06-07,210484.0,207615,2869.0,4,2452.0,False,True
555,A006,R079,00-03-01,5 AV/59 ST,2019-06-08,211320.0,209421,1899.0,5,2452.0,False,True
560,A006,R079,00-03-01,5 AV/59 ST,2019-06-13,220203.0,216808,3395.0,3,2452.0,False,True
561,A006,R079,00-03-01,5 AV/59 ST,2019-06-14,221299.0,218585,2714.0,4,2452.0,False,True
562,A006,R079,00-03-01,5 AV/59 ST,2019-06-15,221983.0,220252,1731.0,5,2452.0,False,True
567,A006,R079,00-03-01,5 AV/59 ST,2019-06-20,230605.0,227255,3350.0,3,2452.0,False,True
568,A006,R079,00-03-01,5 AV/59 ST,2019-06-21,231713.0,229065,2648.0,4,2452.0,False,True
569,A006,R079,00-03-01,5 AV/59 ST,2019-06-22,232630.0,230654,1976.0,5,2452.0,False,True
574,A006,R079,00-03-01,5 AV/59 ST,2019-06-27,241452.0,237944,2452.0,3,2452.0,False,True
575,A006,R079,00-03-01,5 AV/59 ST,2019-06-28,243346.0,239810,2452.0,4,2452.0,False,True
580,A006,R079,00-03-01,5 AV/59 ST,2019-07-04,250290.0,248337,1953.0,3,2452.0,False,True
