,STATION,WEEK,WEEKEND_ENTRIES
258,GRAHAM AV,28,24025.0
259,GRAHAM AV,29,16777.0
260,GRAHAM AV,30,17713.0
261,GRAHAM AV,31,16845.0
262,GRAHAM AV,32,21912.0
263,GRAHAM AV,33,22075.0
264,GRAHAM AV,34,21986.0
265,GRAHAM AV,35,19121.0
266,HEWES ST,22,4962.0
267,HEWES ST,23,18352.0
268,HEWES ST,24,18120.0
269,HEWES ST,25,18192.0
270,HEWES ST,26,17377.0
271,HEWES ST,27,12639.0
272,HEWES ST,28,17134.0
273,HEWES ST,29,16725.0
274,HEWES ST,30,17553.0
275,HEWES ST,31,17324.0
276,HEWES ST,32,17021.0
277,HEWES ST,33,16604.0
278,HEWES ST,34,16501.0
279,HEWES ST,35,12028.0
280,HIGH ST,22,2930.0
281,HIGH ST,23,14865.0
282,HIGH ST,24,22992.0
283,HIGH ST,25,14708.0
284,HIGH ST,26,17820.0
285,HIGH ST,27,20763.0
286,HIGH ST,28,20858.0
287,HIGH ST,29,21513.0
288,HIGH ST,30,14365.0
289,HIGH ST,31,14036.0
290,HIGH ST,32,13910.0
291,HIGH ST,33,14482.0
292,HIGH ST,34,14209.0
293,HIGH ST,35,11084.0
294,HOYT ST,22,8129.0
295,HOYT ST,23,34155.0
296,HOYT ST,24,34092.0
297,HOYT ST,25,34919.0
298,HOYT ST,26,33775.0
299,HOYT ST,27,25365.0
300,HOYT ST,28,33931.0
301,HOYT ST,29,30426.0
302,HOYT ST,30,20248.0
303,HOYT ST,31,30587.0
304,HOYT ST,32,30281.0
305,HOYT ST,33,19270.0
306,HOYT ST,34,19585.0
307,HOYT ST,35,23386.0
308,HOYT-SCHER,22,9644.0
309,HOYT-SCHER,23,27664.0
310,HOYT-SCHER,24,27551.0
311,HOYT-SCHER,25,27805.0
312,HOYT-SCHER,26,28142.0
313,HOYT-SCHER,27,25538.0
314,HOYT-SCHER,28,27178.0
315,HOYT-SCHER,29,25297.0
316,HOYT-SCHER,30,25866.0
317,HOYT-SCHER,31,25801.0
318,HOYT-SCHER,32,26443.0
319,HOYT-SCHER,33,25836.0
320,HOYT-SCHER,34,26916.0
321,HOYT-SCHER,35,17581.0
322,JAY ST-METROTEC,22,25960.0
323,JAY ST-METROTEC,23,115185.0
324,JAY ST-METROTEC,24,114027.0
325,JAY ST-METROTEC,25,112410.0
326,JAY ST-METROTEC,26,114076.0
327,JAY ST-METROTEC,27,97912.0
328,JAY ST-METROTEC,28,110484.0
329,JAY ST-METROTEC,29,105159.0
330,JAY ST-METROTEC,30,108590.0
331,JAY ST-METROTEC,31,108843.0
332,JAY ST-METROTEC,32,111521.0
333,JAY ST-METROTEC,33,112939.0
334,JAY ST-METROTEC,34,108067.0
335,JAY ST-METROTEC,35,86590.0
336,LORIMER ST,22,12955.0
337,LORIMER ST,23,50825.0
338,LORIMER ST,24,50171.0
339,LORIMER ST,25,51022.0
340,LORIMER ST,26,50550.0
341,LORIMER ST,27,35819.0
342,LORIMER ST,28,48115.0
343,LORIMER ST,29,50246.0
344,LORIMER ST,30,53651.0
345,LORIMER ST,31,53565.0
346,LORIMER ST,32,47677.0
347,LORIMER ST,33,47098.0
348,LORIMER ST,34,46123.0
349,LORIMER ST,35,34898.0
350,MARCY AV,22,20745.0
351,MARCY AV,23,68871.0
352,MARCY AV,24,62507.0
353,MARCY AV,25,65167.0
354,MARCY AV,26,60346.0
355,MARCY AV,27,53543.0
356,MARCY AV,28,61474.0
357,MARCY AV,29,62515.0
358,MARCY AV,30,63960.0
359,MARCY AV,31,63775.0
360,MARCY AV,32,65283.0
361,MARCY AV,33,60286.0
362,MARCY AV,34,60645.0
363,MARCY AV,35,46407.0
364,METROPOLITAN AV,22,13331.0
365,METROPOLITAN AV,23,51637.0
366,METROPOLITAN AV,24,51097.0
367,METROPOLITAN AV,25,51232.0
368,METROPOLITAN AV,26,49491.0
369,METROPOLITAN AV,27,36033.0
370,METROPOLITAN AV,28,49696.0
371,METROPOLITAN AV,29,53348.0
372,METROPOLITAN AV,30,54234.0
373,METROPOLITAN AV,31,55146.0
374,METROPOLITAN AV,32,48168.0
375,METROPOLITAN AV,33,46084.0
376,METROPOLITAN AV,34,46542.0
377,METROPOLITAN AV,35,34066.0
378,NEWARK HW BMEBE,22,819.0
379,NEWARK HW BMEBE,23,13148.5
380,NEWARK HW BMEBE,24,13303.5
381,NEWARK HW BMEBE,25,15628.0
382,NEWARK HW BMEBE,26,16804.0
383,NEWARK HW BMEBE,27,7739.0
384,NEWARK HW BMEBE,28,16487.0
385,NEWARK HW BMEBE,29,18470.0
386,NEWARK HW BMEBE,30,17581.0
387,NEWARK HW BMEBE,31,20594.0
388,NEWARK HW BMEBE,32,17420.0
389,NEWARK HW BMEBE,33,15563.0
390,NEWARK HW BMEBE,34,16894.0
391,NEWARK HW BMEBE,35,14568.0
392,UNION ST,22,6167.0
393,UNION ST,23,32078.0
394,UNION ST,24,30118.0
395,UNION ST,25,31637.0
396,UNION ST,26,31042.0
397,UNION ST,27,20635.0
398,UNION ST,28,26240.0
399,UNION ST,29,21371.0
400,UNION ST,30,28778.0
401,UNION ST,31,27072.0
402,UNION ST,32,28271.0
403,UNION ST,33,27876.0
404,UNION ST,34,28326.0
405,UNION ST,35,20122.0
406,YORK ST,22,0.0
407,YORK ST,23,0.0
408,YORK ST,24,0.0
409,YORK ST,25,0.0
410,YORK ST,26,3481.0
411,YORK ST,27,3339.0
412,YORK ST,28,3322.0
413,YORK ST,29,2586.0
414,YORK ST,30,0.0
415,YORK ST,31,0.0
416,YORK ST,32,0.0
417,YORK ST,33,0.0
418,YORK ST,34,0.0
419,YORK ST,35,0.0
