,C/A,UNIT,SCP,STATION,DATE,ENTRIES_CUM_AM,ENTRIES_CUM_PM,ENTRIES,DAY_WEEK,MEDIAN,OUTLIER,~OUTLIER
2,A006,R079,00-00-00,5 AV/59 ST,2021-06-03,4468403.0,4467193,1210.0,3,1102.0,False,True
3,A006,R079,00-00-00,5 AV/59 ST,2021-06-04,4468830.0,4467845,985.0,4,1102.0,False,True
4,A006,R079,00-00-00,5 AV/59 ST,2021-06-05,4469137.0,4468459,678.0,5,1102.0,False,True
9,A006,R079,00-00-00,5 AV/59 ST,2021-06-10,4472398.0,4471099,1299.0,3,1102.0,False,True
10,A006,R079,00-00-00,5 AV/59 ST,2021-06-11,4472806.0,4471752,1054.0,4,1102.0,False,True
11,A006,R079,00-00-00,5 AV/59 ST,2021-06-12,4473123.0,4472445,678.0,5,1102.0,False,True
16,A006,R079,00-00-00,5 AV/59 ST,2021-06-17,4476820.0,4475348,1472.0,3,1102.0,False,True
17,A006,R079,00-00-00,5 AV/59 ST,2021-06-18,4477220.0,4476148,1072.0,4,1102.0,False,True
18,A006,R079,00-00-00,5 AV/59 ST,2021-06-19,4477529.0,4476870,659.0,5,1102.0,False,True
23,A006,R079,00-00-00,5 AV/59 ST,2021-06-24,4481267.0,4479828,1439.0,3,1102.0,False,True
24,A006,R079,00-00-00,5 AV/59 ST,2021-06-25,4481793.0,4480599,1194.0,4,1102.0,False,True
25,A006,R079,00-00-00,5 AV/59 ST,2021-06-26,4482153.0,4481348,805.0,5,1102.0,False,True
30,A006,R079,00-00-00,5 AV/59 ST,2021-07-01,4485686.0,4484392,1294.0,3,1102.0,False,True
31,A006,R079,00-00-00,5 AV/59 ST,2021-07-02,4486121.0,4485089,1032.0,4,1102.0,False,True
32,A006,R079,00-00-00,5 AV/59 ST,2021-07-03,4486510.0,4485748,762.0,5,1102.0,False,True
37,A006,R079,00-00-00,5 AV/59 ST,2021-07-08,4489826.0,4488432,1394.0,3,1102.0,False,True
38,A006,R079,00-00-00,5 AV/59 ST,2021-07-09,4490356.0,4489188,1168.0,4,1102.0,False,True
39,A006,R079,00-00-00,5 AV/59 ST,2021-07-10,4490712.0,4489897,815.0,5,1102.0,False,True
44,A006,R079,00-00-00,5 AV/59 ST,2021-07-15,4494497.0,4493060,1437.0,3,1102.0,False,True
45,A006,R079,00-00-00,5 AV/59 ST,2021-07-16,4494954.0,4493846,1108.0,4,1102.0,False,True
46,A006,R079,00-00-00,5 AV/59 ST,2021-07-17,4495346.0,4494569,777.0,5,1102.0,False,True
51,A006,R079,00-00-00,5 AV/59 ST,2021-07-22,4499162.0,4497674,1488.0,3,1102.0,False,True
52,A006,R079,00-00-00,5 AV/59 ST,2021-07-23,4499717.0,4498524,1193.0,4,1102.0,False,True
53,A006,R079,00-00-00,5 AV/59 ST,2021-07-24,4500136.0,4499236,900.0,5,1102.0,False,True
58,A006,R079,00-00-00,5 AV/59 ST,2021-07-29,4503838.0,4502460,1378.0,3,1102.0,False,True
59,A006,R079,00-00-00,5 AV/59 ST,2021-07-30,4504362.0,4503194,1168.0,4,1102.0,False,True
60,A006,R079,00-00-00,5 AV/59 ST,2021-07-31,4504787.0,4503909,878.0,5,1102.0,False,True
65,A006,R079,00-00-00,5 AV/59 ST,2021-08-05,4508465.0,4507069,1396.0,3,1102.0,False,True
66,A006,R079,00-00-00,5 AV/59 ST,2021-08-06,4509005.0,4507829,1176.0,4,1102.0,False,True
67,A006,R079,00-00-00,5 AV/59 ST,2021-08-07,4509395.0,4508565,830.0,5,1102.0,False,True
72,A006,R079,00-00-00,5 AV/59 ST,2021-08-12,4512895.0,4511601,1294.0,3,1102.0,False,True
73,A006,R079,00-00-00,5 AV/59 ST,2021-08-13,4513348.0,4512310,1038.0,4,1102.0,False,True
74,A006,R079,00-00-00,5 AV/59 ST,2021-08-14,4513748.0,4512974,774.0,5,1102.0,False,True
79,A006,R079,00-00-00,5 AV/59 ST,2021-08-19,4517331.0,4515982,1349.0,3,1102.0,False,True
80,A006,R079,00-00-00,5 AV/59 ST,2021-08-20,4517822.0,4516720,1102.0,4,1102.0,False,True
81,A006,R079,00-00-00,5 AV/59 ST,2021-08-21,4518019.0,4517399,620.0,5,1102.0,False,True
86,A006,R079,00-00-00,5 AV/59 ST,2021-08-26,4521416.0,4520097,1319.0,3,1102.0,False,True
87,A006,R079,00-00-00,5 AV/59 ST,2021-08-27,4521868.0,4520808,1060.0,4,1102.0,False,True
88,A006,R079,00-00-00,5 AV/59 ST,2021-08-28,4522256.0,4521478,778.0,5,1102.0,False,True
94,A006,R079,00-00-01,5 AV/59 ST,2021-06-03,5569250.0,5568234,1016.0,3,870.0,False,True
95,A006,R079,00-00-01,5 AV/59 ST,2021-06-04,5569582.0,5568739,843.0,4,870.0,False,True
96,A006,R079,00-00-01,5 AV/59 ST,2021-06-05,5569871.0,5569273,598.0,5,870.0,False,True
101,A006,R079,00-00-01,5 AV/59 ST,2021-06-10,5572562.0,5571479,1083.0,3,870.0,False,True
102,A006,R079,00-00-01,5 AV/59 ST,2021-06-11,5572872.0,5572036,836.0,4,870.0,False,True
103,A006,R079,00-00-01,5 AV/59 ST,2021-06-12,5573120.0,5572590,530.0,5,870.0,False,True
108,A006,R079,00-00-01,5 AV/59 ST,2021-06-17,5575908.0,5574758,1150.0,3,870.0,False,True
109,A006,R079,00-00-01,5 AV/59 ST,2021-06-18,5576243.0,5575418,825.0,4,870.0,False,True
110,A006,R079,00-00-01,5 AV/59 ST,2021-06-19,5576497.0,5575962,535.0,5,870.0,False,True
115,A006,R079,00-00-01,5 AV/59 ST,2021-06-24,5579427.0,5578282,1145.0,3,870.0,False,True
116,A006,R079,00-00-01,5 AV/59 ST,2021-06-25,5579824.0,5578900,924.0,4,870.0,False,True
117,A006,R079,00-00-01,5 AV/59 ST,2021-06-26,5580118.0,5579471,647.0,5,870.0,False,True
122,A006,R079,00-00-01,5 AV/59 ST,2021-07-01,5582903.0,5581893,1010.0,3,870.0,False,True
123,A006,R079,00-00-01,5 AV/59 ST,2021-07-02,5583225.0,5582442,783.0,4,870.0,False,True
124,A006,R079,00-00-01,5 AV/59 ST,2021-07-03,5583588.0,5582935,653.0,5,870.0,False,True
129,A006,R079,00-00-01,5 AV/59 ST,2021-07-08,5586238.0,5585189,1049.0,3,870.0,False,True
130,A006,R079,00-00-01,5 AV/59 ST,2021-07-09,5586636.0,5585766,870.0,4,870.0,False,True
131,A006,R079,00-00-01,5 AV/59 ST,2021-07-10,5586929.0,5586288,641.0,5,870.0,False,True
136,A006,R079,00-00-01,5 AV/59 ST,2021-07-15,5589847.0,5588745,1102.0,3,870.0,False,True
137,A006,R079,00-00-01,5 AV/59 ST,2021-07-16,5590191.0,5589360,831.0,4,870.0,False,True
138,A006,R079,00-00-01,5 AV/59 ST,2021-07-17,5590531.0,5589896,635.0,5,870.0,False,True
143,A006,R079,00-00-01,5 AV/59 ST,2021-07-22,5593409.0,5592306,1103.0,3,870.0,False,True
144,A006,R079,00-00-01,5 AV/59 ST,2021-07-23,5593868.0,5592914,954.0,4,870.0,False,True
145,A006,R079,00-00-01,5 AV/59 ST,2021-07-24,5594165.0,5593465,700.0,5,870.0,False,True
150,A006,R079,00-00-01,5 AV/59 ST,2021-07-29,5597053.0,5595972,1081.0,3,870.0,False,True
151,A006,R079,00-00-01,5 AV/59 ST,2021-07-30,5597445.0,5596548,897.0,4,870.0,False,True
152,A006,R079,00-00-01,5 AV/59 ST,2021-07-31,5597780.0,5597103,677.0,5,870.0,False,True
157,A006,R079,00-00-01,5 AV/59 ST,2021-08-05,5600670.0,5599524,1146.0,3,870.0,False,True
158,A006,R079,00-00-01,5 AV/59 ST,2021-08-06,5601073.0,5600146,927.0,4,870.0,False,True
159,A006,R079,00-00-01,5 AV/59 ST,2021-08-07,5601396.0,5600721,675.0,5,870.0,False,True
164,A006,R079,00-00-01,5 AV/59 ST,2021-08-12,5604196.0,5603160,1036.0,3,870.0,False,True
165,A006,R079,00-00-01,5 AV/59 ST,2021-08-13,5604591.0,5603686,905.0,4,870.0,False,True
166,A006,R079,00-00-01,5 AV/59 ST,2021-08-14,5604934.0,5604244,690.0,5,870.0,False,True
171,A006,R079,00-00-01,5 AV/59 ST,2021-08-19,5607712.0,5606657,1055.0,3,870.0,False,True
172,A006,R079,00-00-01,5 AV/59 ST,2021-08-20,5608121.0,5607209,912.0,4,870.0,False,True
173,A006,R079,00-00-01,5 AV/59 ST,2021-08-21,5608264.0,5607757,507.0,5,870.0,False,True
178,A006,R079,00-00-01,5 AV/59 ST,2021-08-26,5610937.0,5609902,1035.0,3,870.0,False,True
179,A006,R079,00-00-01,5 AV/59 ST,2021-08-27,5611274.0,5610461,813.0,4,870.0,False,True
180,A006,R079,00-00-01,5 AV/59 ST,2021-08-28,5611584.0,5610983,601.0,5,870.0,False,True
186,A006,R079,00-00-02,5 AV/59 ST,2021-06-03,6547877.0,6547252,625.0,3,564.0,False,True
187,A006,R079,00-00-02,5 AV/59 ST,2021-06-04,6548119.0,6547565,554.0,4,564.0,False,True
188,A006,R079,00-00-02,5 AV/59 ST,2021-06-05,6548317.0,6547897,420.0,5,564.0,False,True
193,A006,R079,00-00-02,5 AV/59 ST,2021-06-10,6549998.0,6549353,645.0,3,564.0,False,True
194,A006,R079,00-00-02,5 AV/59 ST,2021-06-11,6550195.0,6549706,489.0,4,564.0,False,True
195,A006,R079,00-00-02,5 AV/59 ST,2021-06-12,6550355.0,6550013,342.0,5,564.0,False,True
200,A006,R079,00-00-02,5 AV/59 ST,2021-06-17,6552265.0,6551607,658.0,3,564.0,False,True
201,A006,R079,00-00-02,5 AV/59 ST,2021-06-18,6552461.0,6551905,556.0,4,564.0,False,True
202,A006,R079,00-00-02,5 AV/59 ST,2021-06-19,6552624.0,6552289,335.0,5,564.0,False,True
207,A006,R079,00-00-02,5 AV/59 ST,2021-06-24,6554539.0,6553808,731.0,3,564.0,False,True
208,A006,R079,00-00-02,5 AV/59 ST,2021-06-25,6554774.0,6554210,564.0,4,564.0,False,True
209,A006,R079,00-00-02,5 AV/59 ST,2021-06-26,6554950.0,6554571,379.0,5,564.0,False,True
214,A006,R079,00-00-02,5 AV/59 ST,2021-07-01,6556733.0,6556056,677.0,3,564.0,False,True
215,A006,R079,00-00-02,5 AV/59 ST,2021-07-02,6556954.0,6556441,513.0,4,564.0,False,True
216,A006,R079,00-00-02,5 AV/59 ST,2021-07-03,6557179.0,6556760,419.0,5,564.0,False,True
221,A006,R079,00-00-02,5 AV/59 ST,2021-07-08,6558833.0,6558135,698.0,3,564.0,False,True
222,A006,R079,00-00-02,5 AV/59 ST,2021-07-09,6559101.0,6558494,607.0,4,564.0,False,True
223,A006,R079,00-00-02,5 AV/59 ST,2021-07-10,6559324.0,6558859,465.0,5,564.0,False,True
228,A006,R079,00-00-02,5 AV/59 ST,2021-07-15,6561310.0,6560556,754.0,3,564.0,False,True
229,A006,R079,00-00-02,5 AV/59 ST,2021-07-16,6561551.0,6560934,617.0,4,564.0,False,True
230,A006,R079,00-00-02,5 AV/59 ST,2021-07-17,6561761.0,6561335,426.0,5,564.0,False,True
235,A006,R079,00-00-02,5 AV/59 ST,2021-07-22,6563753.0,6562959,794.0,3,564.0,False,True
236,A006,R079,00-00-02,5 AV/59 ST,2021-07-23,6564032.0,6563376,656.0,4,564.0,False,True
237,A006,R079,00-00-02,5 AV/59 ST,2021-07-24,6564236.0,6563770,466.0,5,564.0,False,True
242,A006,R079,00-00-02,5 AV/59 ST,2021-07-29,6566217.0,6565510,707.0,3,564.0,False,True
243,A006,R079,00-00-02,5 AV/59 ST,2021-07-30,6566484.0,6565879,605.0,4,564.0,False,True
244,A006,R079,00-00-02,5 AV/59 ST,2021-07-31,6566688.0,6566238,450.0,5,564.0,False,True
249,A006,R079,00-00-02,5 AV/59 ST,2021-08-05,6568576.0,6567875,701.0,3,564.0,False,True
250,A006,R079,00-00-02,5 AV/59 ST,2021-08-06,6568845.0,6568260,585.0,4,564.0,False,True
251,A006,R079,00-00-02,5 AV/59 ST,2021-08-07,6569012.0,6568598,414.0,5,564.0,False,True
256,A006,R079,00-00-02,5 AV/59 ST,2021-08-12,6570780.0,6570095,685.0,3,564.0,False,True
257,A006,R079,00-00-02,5 AV/59 ST,2021-08-13,6571006.0,6570494,512.0,4,564.0,False,True
258,A006,R079,00-00-02,5 AV/59 ST,2021-08-14,6571223.0,6570805,418.0,5,564.0,False,True
263,A006,R079,00-00-02,5 AV/59 ST,2021-08-19,6573017.0,6572344,673.0,3,564.0,False,True
264,A006,R079,00-00-02,5 AV/59 ST,2021-08-20,6573255.0,6572697,558.0,4,564.0,False,True
265,A006,R079,00-00-02,5 AV/59 ST,2021-08-21,6573356.0,6573040,316.0,5,564.0,False,True
270,A006,R079,00-00-02,5 AV/59 ST,2021-08-26,6575097.0,6574441,656.0,3,564.0,False,True
271,A006,R079,00-00-02,5 AV/59 ST,2021-08-27,6575364.0,6574795,569.0,4,564.0,False,True
272,A006,R079,00-00-02,5 AV/59 ST,2021-08-28,6575589.0,6575121,468.0,5,564.0,False,True
278,A006,R079,00-00-03,5 AV/59 ST,2021-06-03,3287758.0,3287295,463.0,3,446.0,False,True
279,A006,R079,00-00-03,5 AV/59 ST,2021-06-04,3287949.0,3287552,397.0,4,446.0,False,True
280,A006,R079,00-00-03,5 AV/59 ST,2021-06-05,3288096.0,3287774,322.0,5,446.0,False,True
285,A006,R079,00-00-03,5 AV/59 ST,2021-06-10,3289394.0,3288887,507.0,3,446.0,False,True
286,A006,R079,00-00-03,5 AV/59 ST,2021-06-11,3289590.0,3289157,433.0,4,446.0,False,True
287,A006,R079,00-00-03,5 AV/59 ST,2021-06-12,3289703.0,3289410,293.0,5,446.0,False,True
292,A006,R079,00-00-03,5 AV/59 ST,2021-06-17,3291287.0,3290631,656.0,3,446.0,False,True
293,A006,R079,00-00-03,5 AV/59 ST,2021-06-18,3291447.0,3291014,433.0,4,446.0,False,True
294,A006,R079,00-00-03,5 AV/59 ST,2021-06-19,3291567.0,3291305,262.0,5,446.0,False,True
299,A006,R079,00-00-03,5 AV/59 ST,2021-06-24,3293143.0,3292525,618.0,3,446.0,False,True
300,A006,R079,00-00-03,5 AV/59 ST,2021-06-25,3293331.0,3292846,485.0,4,446.0,False,True
301,A006,R079,00-00-03,5 AV/59 ST,2021-06-26,3293481.0,3293174,307.0,5,446.0,False,True
306,A006,R079,00-00-03,5 AV/59 ST,2021-07-01,3294934.0,3294371,563.0,3,446.0,False,True
307,A006,R079,00-00-03,5 AV/59 ST,2021-07-02,3295105.0,3294661,444.0,4,446.0,False,True
308,A006,R079,00-00-03,5 AV/59 ST,2021-07-03,3295292.0,3294951,341.0,5,446.0,False,True
313,A006,R079,00-00-03,5 AV/59 ST,2021-07-08,3296674.0,3296131,543.0,3,446.0,False,True
314,A006,R079,00-00-03,5 AV/59 ST,2021-07-09,3296897.0,3296434,463.0,4,446.0,False,True
315,A006,R079,00-00-03,5 AV/59 ST,2021-07-10,3297057.0,3296689,368.0,5,446.0,False,True
320,A006,R079,00-00-03,5 AV/59 ST,2021-07-15,3298592.0,3298035,557.0,3,446.0,False,True
321,A006,R079,00-00-03,5 AV/59 ST,2021-07-16,3298796.0,3298333,463.0,4,446.0,False,True
322,A006,R079,00-00-03,5 AV/59 ST,2021-07-17,3298948.0,3298614,334.0,5,446.0,False,True
327,A006,R079,00-00-03,5 AV/59 ST,2021-07-22,3300449.0,3299889,560.0,3,446.0,False,True
328,A006,R079,00-00-03,5 AV/59 ST,2021-07-23,3300666.0,3300194,472.0,4,446.0,False,True
329,A006,R079,00-00-03,5 AV/59 ST,2021-07-24,3300820.0,3300475,345.0,5,446.0,False,True
334,A006,R079,00-00-03,5 AV/59 ST,2021-07-29,3302445.0,3301872,573.0,3,446.0,False,True
335,A006,R079,00-00-03,5 AV/59 ST,2021-07-30,3302675.0,3302171,504.0,4,446.0,False,True
336,A006,R079,00-00-03,5 AV/59 ST,2021-07-31,3302830.0,3302464,366.0,5,446.0,False,True
341,A006,R079,00-00-03,5 AV/59 ST,2021-08-05,3304382.0,3303790,592.0,3,446.0,False,True
342,A006,R079,00-00-03,5 AV/59 ST,2021-08-06,3304606.0,3304112,494.0,4,446.0,False,True
343,A006,R079,00-00-03,5 AV/59 ST,2021-08-07,3304735.0,3304407,328.0,5,446.0,False,True
348,A006,R079,00-00-03,5 AV/59 ST,2021-08-12,3306173.0,3305638,535.0,3,446.0,False,True
349,A006,R079,00-00-03,5 AV/59 ST,2021-08-13,3306351.0,3305936,415.0,4,446.0,False,True
350,A006,R079,00-00-03,5 AV/59 ST,2021-08-14,3306530.0,3306194,336.0,5,446.0,False,True
355,A006,R079,00-00-03,5 AV/59 ST,2021-08-19,3307986.0,3307455,531.0,3,446.0,False,True
356,A006,R079,00-00-03,5 AV/59 ST,2021-08-20,3308181.0,3307735,446.0,4,446.0,False,True
357,A006,R079,00-00-03,5 AV/59 ST,2021-08-21,3308252.0,3308000,252.0,5,446.0,False,True
362,A006,R079,00-00-03,5 AV/59 ST,2021-08-26,3309688.0,3309164,524.0,3,446.0,False,True
363,A006,R079,00-00-03,5 AV/59 ST,2021-08-27,3309874.0,3309444,430.0,4,446.0,False,True
364,A006,R079,00-00-03,5 AV/59 ST,2021-08-28,3310028.0,3309703,325.0,5,446.0,False,True
370,A006,R079,00-00-04,5 AV/59 ST,2021-06-03,73106.0,72554,552.0,3,531.0,False,True
371,A006,R079,00-00-04,5 AV/59 ST,2021-06-04,73346.0,72826,520.0,4,531.0,False,True
372,A006,R079,00-00-04,5 AV/59 ST,2021-06-05,73486.0,73122,364.0,5,531.0,False,True
377,A006,R079,00-00-04,5 AV/59 ST,2021-06-10,74998.0,74402,596.0,3,531.0,False,True
378,A006,R079,00-00-04,5 AV/59 ST,2021-06-11,75211.0,74689,522.0,4,531.0,False,True
379,A006,R079,00-00-04,5 AV/59 ST,2021-06-12,75384.0,75015,369.0,5,531.0,False,True
384,A006,R079,00-00-04,5 AV/59 ST,2021-06-17,77184.0,76427,757.0,3,531.0,False,True
385,A006,R079,00-00-04,5 AV/59 ST,2021-06-18,77370.0,76818,552.0,4,531.0,False,True
386,A006,R079,00-00-04,5 AV/59 ST,2021-06-19,77520.0,77207,313.0,5,531.0,False,True
391,A006,R079,00-00-04,5 AV/59 ST,2021-06-24,79248.0,78574,674.0,3,531.0,False,True
392,A006,R079,00-00-04,5 AV/59 ST,2021-06-25,79463.0,78924,539.0,4,531.0,False,True
393,A006,R079,00-00-04,5 AV/59 ST,2021-06-26,79597.0,79270,327.0,5,531.0,False,True
398,A006,R079,00-00-04,5 AV/59 ST,2021-07-01,81148.0,80589,559.0,3,531.0,False,True
399,A006,R079,00-00-04,5 AV/59 ST,2021-07-02,81349.0,80872,477.0,4,531.0,False,True
400,A006,R079,00-00-04,5 AV/59 ST,2021-07-03,81547.0,81161,386.0,5,531.0,False,True
405,A006,R079,00-00-04,5 AV/59 ST,2021-07-08,83073.0,82453,620.0,3,531.0,False,True
406,A006,R079,00-00-04,5 AV/59 ST,2021-07-09,83334.0,82795,539.0,4,531.0,False,True
407,A006,R079,00-00-04,5 AV/59 ST,2021-07-10,83528.0,83100,428.0,5,531.0,False,True
412,A006,R079,00-00-04,5 AV/59 ST,2021-07-15,85297.0,84598,699.0,3,531.0,False,True
413,A006,R079,00-00-04,5 AV/59 ST,2021-07-16,85497.0,84985,512.0,4,531.0,False,True
414,A006,R079,00-00-04,5 AV/59 ST,2021-07-17,85668.0,85325,343.0,5,531.0,False,True
419,A006,R079,00-00-04,5 AV/59 ST,2021-07-22,87533.0,86797,736.0,3,531.0,False,True
420,A006,R079,00-00-04,5 AV/59 ST,2021-07-23,87815.0,87193,622.0,4,531.0,False,True
421,A006,R079,00-00-04,5 AV/59 ST,2021-07-24,87989.0,87551,438.0,5,531.0,False,True
426,A006,R079,00-00-04,5 AV/59 ST,2021-07-29,89803.0,89118,685.0,3,531.0,False,True
427,A006,R079,00-00-04,5 AV/59 ST,2021-07-30,90045.0,89454,591.0,4,531.0,False,True
428,A006,R079,00-00-04,5 AV/59 ST,2021-07-31,90215.0,89827,388.0,5,531.0,False,True
433,A006,R079,00-00-04,5 AV/59 ST,2021-08-05,91929.0,91258,671.0,3,531.0,False,True
434,A006,R079,00-00-04,5 AV/59 ST,2021-08-06,92170.0,91639,531.0,4,531.0,False,True
435,A006,R079,00-00-04,5 AV/59 ST,2021-08-07,92346.0,91962,384.0,5,531.0,False,True
440,A006,R079,00-00-04,5 AV/59 ST,2021-08-12,93997.0,93338,659.0,3,531.0,False,True
441,A006,R079,00-00-04,5 AV/59 ST,2021-08-13,94213.0,93711,502.0,4,531.0,False,True
442,A006,R079,00-00-04,5 AV/59 ST,2021-08-14,94428.0,94017,411.0,5,531.0,False,True
447,A006,R079,00-00-04,5 AV/59 ST,2021-08-19,96115.0,95493,622.0,3,531.0,False,True
448,A006,R079,00-00-04,5 AV/59 ST,2021-08-20,96365.0,95818,547.0,4,531.0,False,True
449,A006,R079,00-00-04,5 AV/59 ST,2021-08-21,96444.0,96136,308.0,5,531.0,False,True
454,A006,R079,00-00-04,5 AV/59 ST,2021-08-26,97908.0,97325,583.0,3,531.0,False,True
455,A006,R079,00-00-04,5 AV/59 ST,2021-08-27,98114.0,97646,468.0,4,531.0,False,True
456,A006,R079,00-00-04,5 AV/59 ST,2021-08-28,98282.0,97925,357.0,5,531.0,False,True
462,A006,R079,00-03-00,5 AV/59 ST,2021-06-03,73885.0,73254,631.0,3,601.0,False,True
463,A006,R079,00-03-00,5 AV/59 ST,2021-06-04,74139.0,73565,574.0,4,601.0,False,True
464,A006,R079,00-03-00,5 AV/59 ST,2021-06-05,74315.0,73895,420.0,5,601.0,False,True
469,A006,R079,00-03-00,5 AV/59 ST,2021-06-10,76008.0,75331,677.0,3,601.0,False,True
470,A006,R079,00-03-00,5 AV/59 ST,2021-06-11,76271.0,75668,603.0,4,601.0,False,True
471,A006,R079,00-03-00,5 AV/59 ST,2021-06-12,76494.0,76020,474.0,5,601.0,False,True
476,A006,R079,00-03-00,5 AV/59 ST,2021-06-17,78406.0,77662,744.0,3,601.0,False,True
477,A006,R079,00-03-00,5 AV/59 ST,2021-06-18,78696.0,78029,667.0,4,601.0,False,True
478,A006,R079,00-03-00,5 AV/59 ST,2021-06-19,78860.0,78435,425.0,5,601.0,False,True
483,A006,R079,00-03-00,5 AV/59 ST,2021-06-24,80764.0,80007,757.0,3,601.0,False,True
484,A006,R079,00-03-00,5 AV/59 ST,2021-06-25,81038.0,80392,646.0,4,601.0,False,True
485,A006,R079,00-03-00,5 AV/59 ST,2021-06-26,81253.0,80776,477.0,5,601.0,False,True
490,A006,R079,00-03-00,5 AV/59 ST,2021-07-01,82981.0,82377,604.0,3,601.0,False,True
491,A006,R079,00-03-00,5 AV/59 ST,2021-07-02,83197.0,82704,493.0,4,601.0,False,True
492,A006,R079,00-03-00,5 AV/59 ST,2021-07-03,83446.0,82995,451.0,5,601.0,False,True
497,A006,R079,00-03-00,5 AV/59 ST,2021-07-08,85189.0,84515,674.0,3,601.0,False,True
498,A006,R079,00-03-00,5 AV/59 ST,2021-07-09,85517.0,84864,653.0,4,601.0,False,True
499,A006,R079,00-03-00,5 AV/59 ST,2021-07-10,85777.0,85203,574.0,5,601.0,False,True
504,A006,R079,00-03-00,5 AV/59 ST,2021-07-15,87638.0,86900,738.0,3,601.0,False,True
505,A006,R079,00-03-00,5 AV/59 ST,2021-07-16,87893.0,87319,574.0,4,601.0,False,True
506,A006,R079,00-03-00,5 AV/59 ST,2021-07-17,88144.0,87650,494.0,5,601.0,False,True
511,A006,R079,00-03-00,5 AV/59 ST,2021-07-22,90126.0,89299,827.0,3,601.0,False,True
512,A006,R079,00-03-00,5 AV/59 ST,2021-07-23,90492.0,89710,782.0,4,601.0,False,True
513,A006,R079,00-03-00,5 AV/59 ST,2021-07-24,90739.0,90146,593.0,5,601.0,False,True
518,A006,R079,00-03-00,5 AV/59 ST,2021-07-29,92643.0,91965,678.0,3,601.0,False,True
519,A006,R079,00-03-00,5 AV/59 ST,2021-07-30,92963.0,92338,625.0,4,601.0,False,True
520,A006,R079,00-03-00,5 AV/59 ST,2021-07-31,93196.0,92662,534.0,5,601.0,False,True
525,A006,R079,00-03-00,5 AV/59 ST,2021-08-05,95072.0,94327,745.0,3,601.0,False,True
526,A006,R079,00-03-00,5 AV/59 ST,2021-08-06,95343.0,94737,606.0,4,601.0,False,True
527,A006,R079,00-03-00,5 AV/59 ST,2021-08-07,95572.0,95087,485.0,5,601.0,False,True
532,A006,R079,00-03-00,5 AV/59 ST,2021-08-12,97302.0,96657,645.0,3,601.0,False,True
533,A006,R079,00-03-00,5 AV/59 ST,2021-08-13,97562.0,97001,561.0,4,601.0,False,True
534,A006,R079,00-03-00,5 AV/59 ST,2021-08-14,97796.0,97315,481.0,5,601.0,False,True
539,A006,R079,00-03-00,5 AV/59 ST,2021-08-19,99489.0,98829,660.0,3,601.0,False,True
540,A006,R079,00-03-00,5 AV/59 ST,2021-08-20,99741.0,99180,561.0,4,601.0,False,True
541,A006,R079,00-03-00,5 AV/59 ST,2021-08-21,99801.0,99498,303.0,5,601.0,False,True
546,A006,R079,00-03-00,5 AV/59 ST,2021-08-26,101346.0,100745,601.0,3,601.0,False,True
547,A006,R079,00-03-00,5 AV/59 ST,2021-08-27,101599.0,101068,531.0,4,601.0,False,True
548,A006,R079,00-03-00,5 AV/59 ST,2021-08-28,101787.0,101355,432.0,5,601.0,False,True
554,A006,R079,00-03-01,5 AV/59 ST,2021-06-03,717884.0,716884,1000.0,3,929.0,False,True
555,A006,R079,00-03-01,5 AV/59 ST,2021-06-04,718298.0,717363,935.0,4,929.0,False,True
556,A006,R079,00-03-01,5 AV/59 ST,2021-06-05,718632.0,717909,723.0,5,929.0,False,True
561,A006,R079,00-03-01,5 AV/59 ST,2021-06-10,721462.0,720371,1091.0,3,929.0,False,True
562,A006,R079,00-03-01,5 AV/59 ST,2021-06-11,721819.0,720953,866.0,4,929.0,False,True
563,A006,R079,00-03-01,5 AV/59 ST,2021-06-12,722157.0,721475,682.0,5,929.0,False,True
568,A006,R079,00-03-01,5 AV/59 ST,2021-06-17,724976.0,723853,1123.0,3,929.0,False,True
569,A006,R079,00-03-01,5 AV/59 ST,2021-06-18,725372.0,724428,944.0,4,929.0,False,True
570,A006,R079,00-03-01,5 AV/59 ST,2021-06-19,725768.0,725005,763.0,5,929.0,False,True
575,A006,R079,00-03-01,5 AV/59 ST,2021-06-24,729039.0,727892,1147.0,3,929.0,False,True
576,A006,R079,00-03-01,5 AV/59 ST,2021-06-25,729430.0,728476,954.0,4,929.0,False,True
577,A006,R079,00-03-01,5 AV/59 ST,2021-06-26,729792.0,729063,729.0,5,929.0,False,True
582,A006,R079,00-03-01,5 AV/59 ST,2021-07-01,732510.0,731475,1035.0,3,929.0,False,True
583,A006,R079,00-03-01,5 AV/59 ST,2021-07-02,732877.0,732026,851.0,4,929.0,False,True
584,A006,R079,00-03-01,5 AV/59 ST,2021-07-03,733247.0,732529,718.0,5,929.0,False,True
589,A006,R079,00-03-01,5 AV/59 ST,2021-07-08,735920.0,734878,1042.0,3,929.0,False,True
590,A006,R079,00-03-01,5 AV/59 ST,2021-07-09,736367.0,735431,936.0,4,929.0,False,True
591,A006,R079,00-03-01,5 AV/59 ST,2021-07-10,736718.0,735948,770.0,5,929.0,False,True
596,A006,R079,00-03-01,5 AV/59 ST,2021-07-15,739905.0,738611,1294.0,3,929.0,False,True
597,A006,R079,00-03-01,5 AV/59 ST,2021-07-16,740273.0,739362,911.0,4,929.0,False,True
598,A006,R079,00-03-01,5 AV/59 ST,2021-07-17,740575.0,739947,628.0,5,929.0,False,True
