,C/A,UNIT,SCP,STATION,DATE,ENTRIES_CUM_AM,ENTRIES_CUM_PM,ENTRIES,DAY_WEEK,MEDIAN,OUTLIER,~OUTLIER
16655,K026,R100,00-00-01,METROPOLITAN AV,2021-07-10,15671466.0,15671714,248.0,5,437.0,False,True
16660,K026,R100,00-00-01,METROPOLITAN AV,2021-07-15,15669785.0,15670442,657.0,3,437.0,False,True
16661,K026,R100,00-00-01,METROPOLITAN AV,2021-07-16,15669642.0,15670079,437.0,4,437.0,False,True
16662,K026,R100,00-00-01,METROPOLITAN AV,2021-07-17,15669529.0,15669770,241.0,5,437.0,False,True
16667,K026,R100,00-00-01,METROPOLITAN AV,2021-07-22,15667842.0,15668534,692.0,3,437.0,False,True
16668,K026,R100,00-00-01,METROPOLITAN AV,2021-07-23,15667665.0,15668177,512.0,4,437.0,False,True
16669,K026,R100,00-00-01,METROPOLITAN AV,2021-07-24,15667572.0,15667822,250.0,5,437.0,False,True
16674,K026,R100,00-00-01,METROPOLITAN AV,2021-07-29,15665935.0,15666541,606.0,3,437.0,False,True
16675,K026,R100,00-00-01,METROPOLITAN AV,2021-07-30,15665769.0,15666225,456.0,4,437.0,False,True
16676,K026,R100,00-00-01,METROPOLITAN AV,2021-07-31,15665652.0,15665911,259.0,5,437.0,False,True
16681,K026,R100,00-00-01,METROPOLITAN AV,2021-08-05,15663982.0,15664642,660.0,3,437.0,False,True
16682,K026,R100,00-00-01,METROPOLITAN AV,2021-08-06,15663807.0,15664267,460.0,4,437.0,False,True
16683,K026,R100,00-00-01,METROPOLITAN AV,2021-08-07,15663685.0,15663962,277.0,5,437.0,False,True
16688,K026,R100,00-00-01,METROPOLITAN AV,2021-08-12,15662053.0,15662660,607.0,3,437.0,False,True
16689,K026,R100,00-00-01,METROPOLITAN AV,2021-08-13,15662025.0,15662355,330.0,4,437.0,False,True
16690,K026,R100,00-00-01,METROPOLITAN AV,2021-08-14,15662021.0,15662031,10.0,5,437.0,False,True
16695,K026,R100,00-00-01,METROPOLITAN AV,2021-08-19,15660440.0,15661073,633.0,3,437.0,False,True
16696,K026,R100,00-00-01,METROPOLITAN AV,2021-08-20,15660403.0,15660711,308.0,4,437.0,False,True
16697,K026,R100,00-00-01,METROPOLITAN AV,2021-08-21,15660389.0,15660414,25.0,5,437.0,False,True
16702,K026,R100,00-00-01,METROPOLITAN AV,2021-08-26,15658851.0,15659507,656.0,3,437.0,False,True
16703,K026,R100,00-00-01,METROPOLITAN AV,2021-08-27,15658729.0,15659158,429.0,4,437.0,False,True
16704,K026,R100,00-00-01,METROPOLITAN AV,2021-08-28,15658620.0,15658840,220.0,5,437.0,False,True
16710,K026,R100,00-00-02,METROPOLITAN AV,2021-06-03,929132.0,928645,487.0,3,362.0,False,True
16711,K026,R100,00-00-02,METROPOLITAN AV,2021-06-04,929248.0,928912,336.0,4,362.0,False,True
16712,K026,R100,00-00-02,METROPOLITAN AV,2021-06-05,929332.0,929142,190.0,5,362.0,False,True
16717,K026,R100,00-00-02,METROPOLITAN AV,2021-06-10,930666.0,930130,536.0,3,362.0,False,True
16718,K026,R100,00-00-02,METROPOLITAN AV,2021-06-11,930766.0,930424,342.0,4,362.0,False,True
16719,K026,R100,00-00-02,METROPOLITAN AV,2021-06-12,930858.0,930679,179.0,5,362.0,False,True
16724,K026,R100,00-00-02,METROPOLITAN AV,2021-06-17,932232.0,931707,525.0,3,362.0,False,True
16725,K026,R100,00-00-02,METROPOLITAN AV,2021-06-18,932353.0,931989,364.0,4,362.0,False,True
16726,K026,R100,00-00-02,METROPOLITAN AV,2021-06-19,932437.0,932254,183.0,5,362.0,False,True
16731,K026,R100,00-00-02,METROPOLITAN AV,2021-06-24,933718.0,933190,528.0,3,362.0,False,True
16732,K026,R100,00-00-02,METROPOLITAN AV,2021-06-25,933846.0,933460,386.0,4,362.0,False,True
16733,K026,R100,00-00-02,METROPOLITAN AV,2021-06-26,933947.0,933736,211.0,5,362.0,False,True
16738,K026,R100,00-00-02,METROPOLITAN AV,2021-07-01,935157.0,934640,517.0,3,362.0,False,True
16739,K026,R100,00-00-02,METROPOLITAN AV,2021-07-02,935274.0,934908,366.0,4,362.0,False,True
16740,K026,R100,00-00-02,METROPOLITAN AV,2021-07-03,935374.0,935182,192.0,5,362.0,False,True
16745,K026,R100,00-00-02,METROPOLITAN AV,2021-07-08,936391.0,935922,469.0,3,362.0,False,True
16746,K026,R100,00-00-02,METROPOLITAN AV,2021-07-09,936524.0,936142,382.0,4,362.0,False,True
16747,K026,R100,00-00-02,METROPOLITAN AV,2021-07-10,936597.0,936405,192.0,5,362.0,False,True
16752,K026,R100,00-00-02,METROPOLITAN AV,2021-07-15,937779.0,937301,478.0,3,362.0,False,True
16753,K026,R100,00-00-02,METROPOLITAN AV,2021-07-16,937875.0,937566,309.0,4,362.0,False,True
16754,K026,R100,00-00-02,METROPOLITAN AV,2021-07-17,937985.0,937796,189.0,5,362.0,False,True
16759,K026,R100,00-00-02,METROPOLITAN AV,2021-07-22,939246.0,938748,498.0,3,362.0,False,True
16760,K026,R100,00-00-02,METROPOLITAN AV,2021-07-23,939387.0,938998,389.0,4,362.0,False,True
16761,K026,R100,00-00-02,METROPOLITAN AV,2021-07-24,939468.0,939262,206.0,5,362.0,False,True
16766,K026,R100,00-00-02,METROPOLITAN AV,2021-07-29,940748.0,940257,491.0,3,362.0,False,True
16767,K026,R100,00-00-02,METROPOLITAN AV,2021-07-30,940872.0,940506,366.0,4,362.0,False,True
16768,K026,R100,00-00-02,METROPOLITAN AV,2021-07-31,940950.0,940765,185.0,5,362.0,False,True
16773,K026,R100,00-00-02,METROPOLITAN AV,2021-08-05,942145.0,941697,448.0,3,362.0,False,True
16774,K026,R100,00-00-02,METROPOLITAN AV,2021-08-06,942283.0,941921,362.0,4,362.0,False,True
16775,K026,R100,00-00-02,METROPOLITAN AV,2021-08-07,942368.0,942159,209.0,5,362.0,False,True
16780,K026,R100,00-00-02,METROPOLITAN AV,2021-08-12,943549.0,943117,432.0,3,362.0,False,True
16781,K026,R100,00-00-02,METROPOLITAN AV,2021-08-13,943573.0,943357,216.0,4,362.0,False,True
16782,K026,R100,00-00-02,METROPOLITAN AV,2021-08-14,943574.0,943567,7.0,5,362.0,False,True
16787,K026,R100,00-00-02,METROPOLITAN AV,2021-08-19,944759.0,944299,460.0,3,362.0,False,True
16788,K026,R100,00-00-02,METROPOLITAN AV,2021-08-20,944774.0,944542,232.0,4,362.0,False,True
16789,K026,R100,00-00-02,METROPOLITAN AV,2021-08-21,944801.0,944772,29.0,5,362.0,False,True
16794,K026,R100,00-00-02,METROPOLITAN AV,2021-08-26,945960.0,945456,504.0,3,362.0,False,True
16795,K026,R100,00-00-02,METROPOLITAN AV,2021-08-27,946064.0,945717,347.0,4,362.0,False,True
16796,K026,R100,00-00-02,METROPOLITAN AV,2021-08-28,946144.0,945972,172.0,5,362.0,False,True
16802,K026,R100,00-00-03,METROPOLITAN AV,2021-06-03,6019862.0,6019376,486.0,3,393.0,False,True
16803,K026,R100,00-00-03,METROPOLITAN AV,2021-06-04,6020016.0,6019629,387.0,4,393.0,False,True
16804,K026,R100,00-00-03,METROPOLITAN AV,2021-06-05,6020120.0,6019885,235.0,5,393.0,False,True
16809,K026,R100,00-00-03,METROPOLITAN AV,2021-06-10,6021455.0,6020923,532.0,3,393.0,False,True
16810,K026,R100,00-00-03,METROPOLITAN AV,2021-06-11,6021598.0,6021192,406.0,4,393.0,False,True
16811,K026,R100,00-00-03,METROPOLITAN AV,2021-06-12,6021694.0,6021471,223.0,5,393.0,False,True
16816,K026,R100,00-00-03,METROPOLITAN AV,2021-06-17,6023136.0,6022507,629.0,3,393.0,False,True
16817,K026,R100,00-00-03,METROPOLITAN AV,2021-06-18,6023298.0,6022817,481.0,4,393.0,False,True
16818,K026,R100,00-00-03,METROPOLITAN AV,2021-06-19,6023396.0,6023158,238.0,5,393.0,False,True
16823,K026,R100,00-00-03,METROPOLITAN AV,2021-06-24,6024771.0,6024228,543.0,3,393.0,False,True
16824,K026,R100,00-00-03,METROPOLITAN AV,2021-06-25,6024897.0,6024503,394.0,4,393.0,False,True
16825,K026,R100,00-00-03,METROPOLITAN AV,2021-06-26,6025027.0,6024787,240.0,5,393.0,False,True
16830,K026,R100,00-00-03,METROPOLITAN AV,2021-07-01,6026203.0,6025756,447.0,3,393.0,False,True
16831,K026,R100,00-00-03,METROPOLITAN AV,2021-07-02,6026318.0,6025989,329.0,4,393.0,False,True
16832,K026,R100,00-00-03,METROPOLITAN AV,2021-07-03,6026415.0,6026216,199.0,5,393.0,False,True
16837,K026,R100,00-00-03,METROPOLITAN AV,2021-07-08,6027524.0,6027057,467.0,3,393.0,False,True
16838,K026,R100,00-00-03,METROPOLITAN AV,2021-07-09,6027666.0,6027275,391.0,4,393.0,False,True
16839,K026,R100,00-00-03,METROPOLITAN AV,2021-07-10,6027762.0,6027542,220.0,5,393.0,False,True
16844,K026,R100,00-00-03,METROPOLITAN AV,2021-07-15,6029072.0,6028524,548.0,3,393.0,False,True
16845,K026,R100,00-00-03,METROPOLITAN AV,2021-07-16,6029195.0,6028802,393.0,4,393.0,False,True
16846,K026,R100,00-00-03,METROPOLITAN AV,2021-07-17,6029287.0,6029087,200.0,5,393.0,False,True
16851,K026,R100,00-00-03,METROPOLITAN AV,2021-07-22,6030554.0,6030009,545.0,3,393.0,False,True
16852,K026,R100,00-00-03,METROPOLITAN AV,2021-07-23,6030701.0,6030284,417.0,4,393.0,False,True
16853,K026,R100,00-00-03,METROPOLITAN AV,2021-07-24,6030808.0,6030572,236.0,5,393.0,False,True
16858,K026,R100,00-00-03,METROPOLITAN AV,2021-07-29,6032146.0,6031638,508.0,3,393.0,False,True
16859,K026,R100,00-00-03,METROPOLITAN AV,2021-07-30,6032312.0,6031882,430.0,4,393.0,False,True
16860,K026,R100,00-00-03,METROPOLITAN AV,2021-07-31,6032458.0,6032165,293.0,5,393.0,False,True
16865,K026,R100,00-00-03,METROPOLITAN AV,2021-08-05,6033794.0,6033280,514.0,3,393.0,False,True
16866,K026,R100,00-00-03,METROPOLITAN AV,2021-08-06,6033951.0,6033557,394.0,4,393.0,False,True
16867,K026,R100,00-00-03,METROPOLITAN AV,2021-08-07,6034087.0,6033817,270.0,5,393.0,False,True
16872,K026,R100,00-00-03,METROPOLITAN AV,2021-08-12,6035341.0,6034848,493.0,3,393.0,False,True
16873,K026,R100,00-00-03,METROPOLITAN AV,2021-08-13,6035359.0,6035098,261.0,4,393.0,False,True
16874,K026,R100,00-00-03,METROPOLITAN AV,2021-08-14,6035366.0,6035355,11.0,5,393.0,False,True
16879,K026,R100,00-00-03,METROPOLITAN AV,2021-08-19,6036610.0,6036141,469.0,3,393.0,False,True
16880,K026,R100,00-00-03,METROPOLITAN AV,2021-08-20,6036631.0,6036396,235.0,4,393.0,False,True
16881,K026,R100,00-00-03,METROPOLITAN AV,2021-08-21,6036670.0,6036629,41.0,5,393.0,False,True
16886,K026,R100,00-00-03,METROPOLITAN AV,2021-08-26,6037941.0,6037466,475.0,3,393.0,False,True
16887,K026,R100,00-00-03,METROPOLITAN AV,2021-08-27,6038070.0,6037709,361.0,4,393.0,False,True
16888,K026,R100,00-00-03,METROPOLITAN AV,2021-08-28,6038184.0,6037952,232.0,5,393.0,False,True
16894,K026,R100,00-00-04,METROPOLITAN AV,2021-06-03,349879.0,348714,1165.0,3,909.0,False,True
16895,K026,R100,00-00-04,METROPOLITAN AV,2021-06-04,350242.0,349306,936.0,4,909.0,False,True
16896,K026,R100,00-00-04,METROPOLITAN AV,2021-06-05,350535.0,349933,602.0,5,909.0,False,True
16901,K026,R100,00-00-04,METROPOLITAN AV,2021-06-10,353763.0,352509,1254.0,3,909.0,False,True
16902,K026,R100,00-00-04,METROPOLITAN AV,2021-06-11,354157.0,353183,974.0,4,909.0,False,True
16903,K026,R100,00-00-04,METROPOLITAN AV,2021-06-12,354469.0,353816,653.0,5,909.0,False,True
16908,K026,R100,00-00-04,METROPOLITAN AV,2021-06-17,357737.0,356516,1221.0,3,909.0,False,True
16909,K026,R100,00-00-04,METROPOLITAN AV,2021-06-18,358088.0,357211,877.0,4,909.0,False,True
16910,K026,R100,00-00-04,METROPOLITAN AV,2021-06-19,358346.0,357784,562.0,5,909.0,False,True
16915,K026,R100,00-00-04,METROPOLITAN AV,2021-06-24,361553.0,360285,1268.0,3,909.0,False,True
16916,K026,R100,00-00-04,METROPOLITAN AV,2021-06-25,361956.0,360941,1015.0,4,909.0,False,True
16917,K026,R100,00-00-04,METROPOLITAN AV,2021-06-26,362229.0,361623,606.0,5,909.0,False,True
16922,K026,R100,00-00-04,METROPOLITAN AV,2021-07-01,365238.0,364076,1162.0,3,909.0,False,True
16923,K026,R100,00-00-04,METROPOLITAN AV,2021-07-02,365516.0,364679,837.0,4,909.0,False,True
16924,K026,R100,00-00-04,METROPOLITAN AV,2021-07-03,365788.0,365289,499.0,5,909.0,False,True
16929,K026,R100,00-00-04,METROPOLITAN AV,2021-07-08,368469.0,367330,1139.0,3,909.0,False,True
16930,K026,R100,00-00-04,METROPOLITAN AV,2021-07-09,368824.0,367915,909.0,4,909.0,False,True
16931,K026,R100,00-00-04,METROPOLITAN AV,2021-07-10,369122.0,368518,604.0,5,909.0,False,True
16936,K026,R100,00-00-04,METROPOLITAN AV,2021-07-15,372223.0,370990,1233.0,3,909.0,False,True
16937,K026,R100,00-00-04,METROPOLITAN AV,2021-07-16,372551.0,371635,916.0,4,909.0,False,True
16938,K026,R100,00-00-04,METROPOLITAN AV,2021-07-17,372819.0,372276,543.0,5,909.0,False,True
16943,K026,R100,00-00-04,METROPOLITAN AV,2021-07-22,376001.0,374764,1237.0,3,909.0,False,True
16944,K026,R100,00-00-04,METROPOLITAN AV,2021-07-23,376348.0,375424,924.0,4,909.0,False,True
16945,K026,R100,00-00-04,METROPOLITAN AV,2021-07-24,376642.0,376047,595.0,5,909.0,False,True
16950,K026,R100,00-00-04,METROPOLITAN AV,2021-07-29,379801.0,378611,1190.0,3,909.0,False,True
16951,K026,R100,00-00-04,METROPOLITAN AV,2021-07-30,380150.0,379230,920.0,4,909.0,False,True
16952,K026,R100,00-00-04,METROPOLITAN AV,2021-07-31,380428.0,379840,588.0,5,909.0,False,True
16957,K026,R100,00-00-04,METROPOLITAN AV,2021-08-05,383546.0,382336,1210.0,3,909.0,False,True
16958,K026,R100,00-00-04,METROPOLITAN AV,2021-08-06,383883.0,383001,882.0,4,909.0,False,True
16959,K026,R100,00-00-04,METROPOLITAN AV,2021-08-07,384145.0,383598,547.0,5,909.0,False,True
16964,K026,R100,00-00-04,METROPOLITAN AV,2021-08-12,387092.0,386032,1060.0,3,909.0,False,True
16965,K026,R100,00-00-04,METROPOLITAN AV,2021-08-13,387152.0,386662,490.0,4,909.0,False,True
16966,K026,R100,00-00-04,METROPOLITAN AV,2021-08-14,387161.0,387142,19.0,5,909.0,False,True
16971,K026,R100,00-00-04,METROPOLITAN AV,2021-08-19,390098.0,389008,1090.0,3,909.0,False,True
16972,K026,R100,00-00-04,METROPOLITAN AV,2021-08-20,390154.0,389612,542.0,4,909.0,False,True
16973,K026,R100,00-00-04,METROPOLITAN AV,2021-08-21,390195.0,390143,52.0,5,909.0,False,True
16978,K026,R100,00-00-04,METROPOLITAN AV,2021-08-26,393222.0,392050,1172.0,3,909.0,False,True
16979,K026,R100,00-00-04,METROPOLITAN AV,2021-08-27,393508.0,392686,822.0,4,909.0,False,True
16980,K026,R100,00-00-04,METROPOLITAN AV,2021-08-28,393775.0,393261,514.0,5,909.0,False,True
16986,K026,R100,00-05-00,METROPOLITAN AV,2021-06-03,150995134.0,150995133,1.0,3,1.0,False,True
16987,K026,R100,00-05-00,METROPOLITAN AV,2021-06-04,150995134.0,150995133,1.0,4,1.0,False,True
16988,K026,R100,00-05-00,METROPOLITAN AV,2021-06-05,150995135.0,150995134,1.0,5,1.0,False,True
16993,K026,R100,00-05-00,METROPOLITAN AV,2021-06-10,150995136.0,150995136,0.0,3,1.0,False,True
16994,K026,R100,00-05-00,METROPOLITAN AV,2021-06-11,150995136.0,150995136,0.0,4,1.0,False,True
16995,K026,R100,00-05-00,METROPOLITAN AV,2021-06-12,150995136.0,150995136,0.0,5,1.0,False,True
17000,K026,R100,00-05-00,METROPOLITAN AV,2021-06-17,150995140.0,150995137,3.0,3,1.0,False,True
17001,K026,R100,00-05-00,METROPOLITAN AV,2021-06-18,150995146.0,150995139,7.0,4,1.0,False,True
17002,K026,R100,00-05-00,METROPOLITAN AV,2021-06-19,150995151.0,150995140,1.0,5,1.0,True,False
17007,K026,R100,00-05-00,METROPOLITAN AV,2021-06-24,150995160.0,150995159,1.0,3,1.0,False,True
17008,K026,R100,00-05-00,METROPOLITAN AV,2021-06-25,150995161.0,150995160,1.0,4,1.0,False,True
17009,K026,R100,00-05-00,METROPOLITAN AV,2021-06-26,150995163.0,150995160,3.0,5,1.0,False,True
17014,K026,R100,00-05-00,METROPOLITAN AV,2021-07-01,150995163.0,150995163,0.0,3,1.0,False,True
17015,K026,R100,00-05-00,METROPOLITAN AV,2021-07-02,150995163.0,150995163,0.0,4,1.0,False,True
17016,K026,R100,00-05-00,METROPOLITAN AV,2021-07-03,150995163.0,150995163,0.0,5,1.0,False,True
17021,K026,R100,00-05-00,METROPOLITAN AV,2021-07-08,150995164.0,150995164,0.0,3,1.0,False,True
17022,K026,R100,00-05-00,METROPOLITAN AV,2021-07-09,150995164.0,150995164,0.0,4,1.0,False,True
17023,K026,R100,00-05-00,METROPOLITAN AV,2021-07-10,150995164.0,150995164,0.0,5,1.0,False,True
17028,K026,R100,00-05-00,METROPOLITAN AV,2021-07-15,150995165.0,150995164,1.0,3,1.0,False,True
17029,K026,R100,00-05-00,METROPOLITAN AV,2021-07-16,150995166.0,150995165,1.0,4,1.0,False,True
17030,K026,R100,00-05-00,METROPOLITAN AV,2021-07-17,150995166.0,150995165,1.0,5,1.0,False,True
17035,K026,R100,00-05-00,METROPOLITAN AV,2021-07-22,150995167.0,150995166,1.0,3,1.0,False,True
17036,K026,R100,00-05-00,METROPOLITAN AV,2021-07-23,150995167.0,150995167,0.0,4,1.0,False,True
17037,K026,R100,00-05-00,METROPOLITAN AV,2021-07-24,150995167.0,150995167,0.0,5,1.0,False,True
17042,K026,R100,00-05-00,METROPOLITAN AV,2021-07-29,150995177.0,150995172,5.0,3,1.0,False,True
17043,K026,R100,00-05-00,METROPOLITAN AV,2021-07-30,150995177.0,150995173,4.0,4,1.0,False,True
17044,K026,R100,00-05-00,METROPOLITAN AV,2021-07-31,150995177.0,150995177,0.0,5,1.0,False,True
17049,K026,R100,00-05-00,METROPOLITAN AV,2021-08-05,150995183.0,150995179,4.0,3,1.0,False,True
17050,K026,R100,00-05-00,METROPOLITAN AV,2021-08-06,150995184.0,150995181,3.0,4,1.0,False,True
17051,K026,R100,00-05-00,METROPOLITAN AV,2021-08-07,150995184.0,150995183,1.0,5,1.0,False,True
17056,K026,R100,00-05-00,METROPOLITAN AV,2021-08-12,150995187.0,150995184,3.0,3,1.0,False,True
17057,K026,R100,00-05-00,METROPOLITAN AV,2021-08-13,150995187.0,150995187,0.0,4,1.0,False,True
17058,K026,R100,00-05-00,METROPOLITAN AV,2021-08-14,150995187.0,150995187,0.0,5,1.0,False,True
17063,K026,R100,00-05-00,METROPOLITAN AV,2021-08-19,150995189.0,150995188,1.0,3,1.0,False,True
17064,K026,R100,00-05-00,METROPOLITAN AV,2021-08-20,150995189.0,150995188,1.0,4,1.0,False,True
17065,K026,R100,00-05-00,METROPOLITAN AV,2021-08-21,150995189.0,150995189,0.0,5,1.0,False,True
17070,K026,R100,00-05-00,METROPOLITAN AV,2021-08-26,150995190.0,150995190,0.0,3,1.0,False,True
17071,K026,R100,00-05-00,METROPOLITAN AV,2021-08-27,150995190.0,150995190,0.0,4,1.0,False,True
17072,K026,R100,00-05-00,METROPOLITAN AV,2021-08-28,150995190.0,150995190,0.0,5,1.0,False,True
17078,K026,R100,00-05-01,METROPOLITAN AV,2021-06-03,68.0,68,0.0,3,0.0,False,True
17079,K026,R100,00-05-01,METROPOLITAN AV,2021-06-04,68.0,68,0.0,4,0.0,False,True
17080,K026,R100,00-05-01,METROPOLITAN AV,2021-06-05,68.0,68,0.0,5,0.0,False,True
17085,K026,R100,00-05-01,METROPOLITAN AV,2021-06-10,68.0,68,0.0,3,0.0,False,True
17086,K026,R100,00-05-01,METROPOLITAN AV,2021-06-11,68.0,68,0.0,4,0.0,False,True
17087,K026,R100,00-05-01,METROPOLITAN AV,2021-06-12,68.0,68,0.0,5,0.0,False,True
17092,K026,R100,00-05-01,METROPOLITAN AV,2021-06-17,68.0,68,0.0,3,0.0,False,True
17093,K026,R100,00-05-01,METROPOLITAN AV,2021-06-18,68.0,68,0.0,4,0.0,False,True
17094,K026,R100,00-05-01,METROPOLITAN AV,2021-06-19,68.0,68,0.0,5,0.0,False,True
17099,K026,R100,00-05-01,METROPOLITAN AV,2021-06-24,68.0,68,0.0,3,0.0,False,True
17100,K026,R100,00-05-01,METROPOLITAN AV,2021-06-25,68.0,68,0.0,4,0.0,False,True
17101,K026,R100,00-05-01,METROPOLITAN AV,2021-06-26,68.0,68,0.0,5,0.0,False,True
17106,K026,R100,00-05-01,METROPOLITAN AV,2021-07-01,68.0,68,0.0,3,0.0,False,True
17107,K026,R100,00-05-01,METROPOLITAN AV,2021-07-02,68.0,68,0.0,4,0.0,False,True
17108,K026,R100,00-05-01,METROPOLITAN AV,2021-07-03,68.0,68,0.0,5,0.0,False,True
17113,K026,R100,00-05-01,METROPOLITAN AV,2021-07-08,68.0,68,0.0,3,0.0,False,True
17114,K026,R100,00-05-01,METROPOLITAN AV,2021-07-09,68.0,68,0.0,4,0.0,False,True
17115,K026,R100,00-05-01,METROPOLITAN AV,2021-07-10,68.0,68,0.0,5,0.0,False,True
17120,K026,R100,00-05-01,METROPOLITAN AV,2021-07-15,68.0,68,0.0,3,0.0,False,True
17121,K026,R100,00-05-01,METROPOLITAN AV,2021-07-16,68.0,68,0.0,4,0.0,False,True
17122,K026,R100,00-05-01,METROPOLITAN AV,2021-07-17,68.0,68,0.0,5,0.0,False,True
17127,K026,R100,00-05-01,METROPOLITAN AV,2021-07-22,68.0,68,0.0,3,0.0,False,True
17128,K026,R100,00-05-01,METROPOLITAN AV,2021-07-23,68.0,68,0.0,4,0.0,False,True
17129,K026,R100,00-05-01,METROPOLITAN AV,2021-07-24,68.0,68,0.0,5,0.0,False,True
17133,K026,R100,00-05-01,METROPOLITAN AV,2021-07-31,68.0,68,0.0,5,0.0,False,True
17142,K026,R100,00-05-01,METROPOLITAN AV,2021-08-19,68.0,68,0.0,3,0.0,False,True
17143,K026,R100,00-05-01,METROPOLITAN AV,2021-08-20,68.0,68,0.0,4,0.0,False,True
17144,K026,R100,00-05-01,METROPOLITAN AV,2021-08-21,68.0,68,0.0,5,0.0,False,True
17149,K026,R100,00-05-01,METROPOLITAN AV,2021-08-26,68.0,68,0.0,3,0.0,False,True
17150,K026,R100,00-05-01,METROPOLITAN AV,2021-08-27,68.0,68,0.0,4,0.0,False,True
17151,K026,R100,00-05-01,METROPOLITAN AV,2021-08-28,68.0,68,0.0,5,0.0,False,True
17157,N056,R188,01-00-00,50 ST,2021-06-03,14450120.0,14448970,1150.0,3,1381.0,False,True
17158,N056,R188,01-00-00,50 ST,2021-06-04,14450723.0,14449581,1142.0,4,1381.0,False,True
17159,N056,R188,01-00-00,50 ST,2021-06-05,14451390.0,14450257,1133.0,5,1381.0,False,True
17164,N056,R188,01-00-00,50 ST,2021-06-10,14454989.0,14453589,1400.0,3,1381.0,False,True
17165,N056,R188,01-00-00,50 ST,2021-06-11,14455668.0,14454388,1280.0,4,1381.0,False,True
17166,N056,R188,01-00-00,50 ST,2021-06-12,14456240.0,14455143,1097.0,5,1381.0,False,True
17171,N056,R188,01-00-00,50 ST,2021-06-17,14459907.0,14458491,1416.0,3,1381.0,False,True
17172,N056,R188,01-00-00,50 ST,2021-06-18,14460629.0,14459310,1319.0,4,1381.0,False,True
17173,N056,R188,01-00-00,50 ST,2021-06-19,14461207.0,14460066,1141.0,5,1381.0,False,True
17178,N056,R188,01-00-00,50 ST,2021-06-24,14465051.0,14463552,1499.0,3,1381.0,False,True
17179,N056,R188,01-00-00,50 ST,2021-06-25,14465899.0,14464377,1522.0,4,1381.0,False,True
17180,N056,R188,01-00-00,50 ST,2021-06-26,14466607.0,14465226,1381.0,5,1381.0,False,True
17185,N056,R188,01-00-00,50 ST,2021-07-01,14470141.0,14468850,1291.0,3,1381.0,False,True
17186,N056,R188,01-00-00,50 ST,2021-07-02,14470879.0,14469569,1310.0,4,1381.0,False,True
17187,N056,R188,01-00-00,50 ST,2021-07-03,14471538.0,14470304,1234.0,5,1381.0,False,True
17192,N056,R188,01-00-00,50 ST,2021-07-08,14475362.0,14473884,1478.0,3,1381.0,False,True
17193,N056,R188,01-00-00,50 ST,2021-07-09,14476063.0,14474728,1335.0,4,1381.0,False,True
17194,N056,R188,01-00-00,50 ST,2021-07-10,14476704.0,14475511,1193.0,5,1381.0,False,True
17199,N056,R188,01-00-00,50 ST,2021-07-15,14480671.0,14479032,1639.0,3,1381.0,False,True
17200,N056,R188,01-00-00,50 ST,2021-07-16,14481559.0,14479948,1611.0,4,1381.0,False,True
17201,N056,R188,01-00-00,50 ST,2021-07-17,14482350.0,14480853,1497.0,5,1381.0,False,True
17206,N056,R188,01-00-00,50 ST,2021-07-22,14486500.0,14484865,1635.0,3,1381.0,False,True
17207,N056,R188,01-00-00,50 ST,2021-07-23,14487367.0,14485785,1582.0,4,1381.0,False,True
17208,N056,R188,01-00-00,50 ST,2021-07-24,14488061.0,14486661,1400.0,5,1381.0,False,True
17213,N056,R188,01-00-00,50 ST,2021-07-29,14492271.0,14490675,1596.0,3,1381.0,False,True
17214,N056,R188,01-00-00,50 ST,2021-07-30,14493096.0,14491561,1535.0,4,1381.0,False,True
17215,N056,R188,01-00-00,50 ST,2021-07-31,14493782.0,14492472,1310.0,5,1381.0,False,True
17220,N056,R188,01-00-00,50 ST,2021-08-05,14498311.0,14496532,1779.0,3,1381.0,False,True
17221,N056,R188,01-00-00,50 ST,2021-08-06,14499070.0,14497476,1594.0,4,1381.0,False,True
17222,N056,R188,01-00-00,50 ST,2021-08-07,14499615.0,14498489,1126.0,5,1381.0,False,True
17227,N056,R188,01-00-00,50 ST,2021-08-12,14504153.0,14502427,1726.0,3,1381.0,False,True
17228,N056,R188,01-00-00,50 ST,2021-08-13,14504799.0,14503386,1413.0,4,1381.0,False,True
17229,N056,R188,01-00-00,50 ST,2021-08-14,14505352.0,14504302,1050.0,5,1381.0,False,True
17234,N056,R188,01-00-00,50 ST,2021-08-19,14508141.0,14506616,1525.0,3,1381.0,False,True
17235,N056,R188,01-00-00,50 ST,2021-08-20,14508810.0,14507450,1360.0,4,1381.0,False,True
17236,N056,R188,01-00-00,50 ST,2021-08-21,14509299.0,14508301,998.0,5,1381.0,False,True
17241,N056,R188,01-00-00,50 ST,2021-08-26,14513413.0,14511776,1637.0,3,1381.0,False,True
17242,N056,R188,01-00-00,50 ST,2021-08-27,14513856.0,14512671,1185.0,4,1381.0,False,True
17243,N056,R188,01-00-00,50 ST,2021-08-28,14514241.0,14513520,721.0,5,1381.0,False,True
17249,N056,R188,01-00-01,50 ST,2021-06-03,335841459.0,335840380,1079.0,3,1145.0,False,True
17250,N056,R188,01-00-01,50 ST,2021-06-04,335841948.0,335840964,984.0,4,1145.0,False,True
17251,N056,R188,01-00-01,50 ST,2021-06-05,335842395.0,335841588,807.0,5,1145.0,False,True
