,STATION,WEEK,WEEKEND_ENTRIES
191,BERGEN ST,32,12992.0
192,BERGEN ST,33,12117.0
193,BERGEN ST,34,14231.0
194,BERGEN ST,35,12568.0
195,BOROUGH HALL,23,15666.0
196,BOROUGH HALL,24,16759.0
197,BOROUGH HALL,25,18293.0
198,BOROUGH HALL,26,20426.0
199,BOROUGH HALL,27,17165.0
200,BOROUGH HALL,28,21471.0
201,BOROUGH HALL,29,23246.0
202,BOROUGH HALL,30,24090.0
203,BOROUGH HALL,31,24177.0
204,BOROUGH HALL,32,25105.0
205,BOROUGH HALL,33,24057.0
206,BOROUGH HALL,34,25120.0
207,BOROUGH HALL,35,24434.0
208,CLARK ST,23,2247.0
209,CLARK ST,24,2845.0
210,CLARK ST,25,3052.0
211,CLARK ST,26,3319.0
212,CLARK ST,27,3476.0
213,CLARK ST,28,3418.0
214,CLARK ST,29,3812.0
215,CLARK ST,30,4382.0
216,CLARK ST,31,4238.0
217,CLARK ST,32,4341.0
218,CLARK ST,33,4589.0
219,CLARK ST,34,5268.0
220,CLARK ST,35,4985.0
221,DEKALB AV,23,23215.0
222,DEKALB AV,24,27500.0
223,DEKALB AV,25,29621.0
224,DEKALB AV,26,34434.0
225,DEKALB AV,27,30986.0
226,DEKALB AV,28,34508.0
227,DEKALB AV,29,39015.0
228,DEKALB AV,30,39924.0
229,DEKALB AV,31,40325.0
230,DEKALB AV,32,39369.0
231,DEKALB AV,33,41735.0
232,DEKALB AV,34,44496.0
233,DEKALB AV,35,43362.0
234,GRAHAM AV,23,4957.0
235,GRAHAM AV,24,5899.0
236,GRAHAM AV,25,6461.0
237,GRAHAM AV,26,7483.0
238,GRAHAM AV,27,6728.0
239,GRAHAM AV,28,7764.0
240,GRAHAM AV,29,8994.0
241,GRAHAM AV,30,9655.0
242,GRAHAM AV,31,9964.0
243,GRAHAM AV,32,8954.0
244,GRAHAM AV,33,9960.0
245,GRAHAM AV,34,11034.0
246,GRAHAM AV,35,11069.0
247,HEWES ST,23,3141.0
248,HEWES ST,24,3150.0
249,HEWES ST,25,3427.0
250,HEWES ST,26,3685.0
251,HEWES ST,27,3494.0
252,HEWES ST,28,3772.0
253,HEWES ST,29,4574.0
254,HEWES ST,30,4885.0
255,HEWES ST,31,4001.0
256,HEWES ST,32,4590.0
257,HEWES ST,33,4495.0
258,HEWES ST,34,4745.0
259,HEWES ST,35,4687.0
260,HIGH ST,23,4240.0
261,HIGH ST,24,4716.0
262,HIGH ST,25,5142.0
263,HIGH ST,26,5506.0
264,HIGH ST,27,5960.0
265,HIGH ST,28,5542.0
266,HIGH ST,29,6855.0
267,HIGH ST,30,3841.0
268,HIGH ST,31,6795.0
269,HIGH ST,32,8089.0
270,HIGH ST,33,7092.0
271,HIGH ST,34,8310.0
272,HIGH ST,35,7148.0
273,HOYT ST,23,4680.0
274,HOYT ST,24,5101.0
275,HOYT ST,25,5377.0
276,HOYT ST,26,6111.0
277,HOYT ST,27,6607.0
278,HOYT ST,28,7502.0
279,HOYT ST,29,8046.0
280,HOYT ST,30,7964.0
281,HOYT ST,31,7778.0
282,HOYT ST,32,7751.0
283,HOYT ST,33,8205.0
284,HOYT ST,34,8824.0
285,HOYT ST,35,8711.0
286,HOYT-SCHER,23,7590.0
287,HOYT-SCHER,24,8605.0
288,HOYT-SCHER,25,9746.0
289,HOYT-SCHER,26,10484.0
290,HOYT-SCHER,27,10299.0
291,HOYT-SCHER,28,11503.0
292,HOYT-SCHER,29,12789.0
293,HOYT-SCHER,30,13434.0
294,HOYT-SCHER,31,13123.0
295,HOYT-SCHER,32,13242.0
296,HOYT-SCHER,33,13383.0
297,HOYT-SCHER,34,13895.0
298,HOYT-SCHER,35,13572.0
299,JAY ST-METROTEC,23,19881.0
300,JAY ST-METROTEC,24,20878.0
301,JAY ST-METROTEC,25,22819.0
302,JAY ST-METROTEC,26,27359.0
303,JAY ST-METROTEC,27,23178.0
304,JAY ST-METROTEC,28,26717.0
305,JAY ST-METROTEC,29,29922.0
306,JAY ST-METROTEC,30,30348.0
307,JAY ST-METROTEC,31,29847.0
308,JAY ST-METROTEC,32,30845.0
309,JAY ST-METROTEC,33,31763.0
310,JAY ST-METROTEC,34,33326.0
311,JAY ST-METROTEC,35,32664.0
312,LORIMER ST,23,7092.0
313,LORIMER ST,24,8029.0
314,LORIMER ST,25,8762.0
315,LORIMER ST,26,9441.0
316,LORIMER ST,27,8508.0
317,LORIMER ST,28,7412.0
318,LORIMER ST,29,10154.0
319,LORIMER ST,30,9281.0
320,LORIMER ST,31,11181.0
321,LORIMER ST,32,13529.0
322,LORIMER ST,33,11137.0
323,LORIMER ST,34,11215.0
324,LORIMER ST,35,11707.0
325,MARCY AV,23,10135.0
326,MARCY AV,24,10617.0
327,MARCY AV,25,12356.0
328,MARCY AV,26,12929.0
329,MARCY AV,27,12085.0
330,MARCY AV,28,12785.0
331,MARCY AV,29,9686.0
332,MARCY AV,30,9581.0
333,MARCY AV,31,14109.0
334,MARCY AV,32,15590.0
335,MARCY AV,33,14971.0
336,MARCY AV,34,16212.0
337,MARCY AV,35,16086.0
338,METROPOLITAN AV,23,10085.0
339,METROPOLITAN AV,24,11323.0
340,METROPOLITAN AV,25,11907.0
341,METROPOLITAN AV,26,12934.0
342,METROPOLITAN AV,27,12291.0
343,METROPOLITAN AV,28,14383.0
344,METROPOLITAN AV,29,18074.0
345,METROPOLITAN AV,30,15448.5
346,METROPOLITAN AV,31,17083.0
347,METROPOLITAN AV,32,18076.0
348,METROPOLITAN AV,33,17511.0
349,METROPOLITAN AV,34,16044.0
350,METROPOLITAN AV,35,17720.0
351,NEWARK HW BMEBE,23,1500.0
352,NEWARK HW BMEBE,24,2423.0
353,NEWARK HW BMEBE,25,2800.0
354,NEWARK HW BMEBE,26,3061.0
355,NEWARK HW BMEBE,27,2743.0
356,NEWARK HW BMEBE,28,2566.0
357,NEWARK HW BMEBE,29,3312.0
358,NEWARK HW BMEBE,30,3174.0
359,NEWARK HW BMEBE,31,3708.0
360,NEWARK HW BMEBE,32,3983.0
361,NEWARK HW BMEBE,33,3755.0
362,NEWARK HW BMEBE,34,3611.0
363,NEWARK HW BMEBE,35,3655.0
364,UNION ST,23,3757.0
365,UNION ST,24,4359.0
366,UNION ST,25,4665.0
367,UNION ST,26,5241.0
368,UNION ST,27,4872.0
369,UNION ST,28,5730.0
370,UNION ST,29,6440.0
371,UNION ST,30,6825.0
372,UNION ST,31,6915.0
373,UNION ST,32,7477.0
374,UNION ST,33,7034.0
375,UNION ST,34,7688.0
376,UNION ST,35,7382.0
377,YORK ST,23,5034.0
378,YORK ST,24,6305.0
379,YORK ST,25,7302.0
380,YORK ST,26,8010.0
381,YORK ST,27,7289.0
382,YORK ST,28,8302.0
383,YORK ST,29,9099.0
384,YORK ST,30,10827.0
385,YORK ST,31,9967.0
386,YORK ST,32,9495.0
387,YORK ST,33,10251.0
388,YORK ST,34,10940.0
389,YORK ST,35,10567.0
